# vs,max_surftimeconst,max_average_velocity_axis
8.000000000000000000e+00,1.632653061224489666e-01,2.125807779289123012e+00
1.000000000000000000e+00,1.795918367346938549e+00,3.431599335771455261e-01
4.000000000000000000e+00,9.795918367346938549e-01,1.111464256411071716e+00
