# vs,filterlength,max_surftimeconst,max_average_velocity_axis
1.200000000000000000e+01,7.000000000000000000e+00,1.959183673469387710e+00,9.198027294591942793e-01
1.200000000000000000e+01,6.000000000000000000e+00,2.204081632653061007e+00,9.510835907871736383e-01
1.600000000000000000e+01,6.000000000000000000e+00,1.224489795918367374e+00,1.191297186744841863e+00
1.200000000000000000e+01,5.000000000000000000e+00,1.469387755102040671e+00,9.139064499983571288e-01
1.600000000000000000e+01,7.000000000000000000e+00,0.000000000000000000e+00,1.209620168424927034e+00
1.600000000000000000e+01,5.000000000000000000e+00,1.346938775510204023e+00,1.171482540253757643e+00
1.600000000000000000e+01,3.000000000000000000e+00,7.346938775510203357e-01,1.213830587417435769e+00
1.200000000000000000e+01,3.000000000000000000e+00,2.081632653061224580e+00,9.383854484056728396e-01
