# time, c_var
2.000000000000000042e-03,1.175272724513151948e-09
4.000000000000000083e-03,2.755295258546956097e-09
1.600000000000000033e-02,5.139058043412300549e-09
3.200000000000000067e-02,3.945482791924632696e-09
6.400000000000000133e-02,2.767960710956234522e-09
1.280000000000000027e-01,1.737299243053085501e-09
2.560000000000000053e-01,9.138512557363822477e-10
5.120000000000000107e-01,3.567942163478134925e-10
1.024000000000000021e+00,8.484613456749374821e-11
