# c, p(c)
0.000000000000000000e+00,0.000000000000000000e+00
1.010101010101010187e-02,3.853222357097814422e-07
2.020202020202020374e-02,2.097281917663594267e-07
3.030303030303030387e-02,1.480847331995340193e-07
4.040404040404040747e-02,1.162145274282464414e-07
5.050505050505051108e-02,9.661551419162616317e-08
6.060606060606060774e-02,8.330431620096788162e-08
7.070707070707071829e-02,7.368174332285090100e-08
8.080808080808081495e-02,6.621474205007837933e-08
9.090909090909091161e-02,6.038006701464447856e-08
1.010101010101010222e-01,5.565222145809414718e-08
1.111111111111111188e-01,5.175051205661997156e-08
1.212121212121212155e-01,4.840739938375692849e-08
1.313131313131313260e-01,4.552812706905000664e-08
1.414141414141414366e-01,4.306312821369644108e-08
1.515151515151515194e-01,4.093030850108138708e-08
1.616161616161616299e-01,3.907007356955843204e-08
1.717171717171717404e-01,3.742013617730369988e-08
1.818181818181818232e-01,3.596108134917076682e-08
1.919191919191919338e-01,3.465334664073165779e-08
2.020202020202020443e-01,3.347680232128482369e-08
2.121212121212121271e-01,3.240305107281936499e-08
2.222222222222222376e-01,3.143583189131115132e-08
2.323232323232323482e-01,3.055635170633550243e-08
2.424242424242424310e-01,2.974782246581982581e-08
2.525252525252525415e-01,2.900076191373159319e-08
2.626262626262626521e-01,2.831903389808993364e-08
2.727272727272727626e-01,2.769643692474510533e-08
2.828282828282828731e-01,2.712874269244094891e-08
2.929292929292929282e-01,2.660280643817859186e-08
3.030303030303030387e-01,2.611974032245831087e-08
3.131313131313131493e-01,2.567298107651497584e-08
3.232323232323232598e-01,2.526524222228277269e-08
3.333333333333333703e-01,2.488197170991777310e-08
3.434343434343434809e-01,2.452477344211896821e-08
3.535353535353535914e-01,2.418861621666535255e-08
3.636363636363636465e-01,2.388032930884942321e-08
3.737373737373737570e-01,2.360059543352548210e-08
3.838383838383838675e-01,2.333749242439375537e-08
3.939393939393939781e-01,2.309312080311744770e-08
4.040404040404040886e-01,2.286266599858868137e-08
4.141414141414141992e-01,2.265042913924833086e-08
4.242424242424242542e-01,2.244764045217688024e-08
4.343434343434343647e-01,2.226086614694178040e-08
4.444444444444444753e-01,2.208968153248394579e-08
4.545454545454545858e-01,2.193608586288717989e-08
4.646464646464646964e-01,2.179755810588696911e-08
4.747474747474748069e-01,2.166919913354777810e-08
4.848484848484848619e-01,2.155936435160251771e-08
4.949494949494949725e-01,2.145477244644195569e-08
5.050505050505050830e-01,2.136799235034122842e-08
5.151515151515152491e-01,2.129135532355350238e-08
5.252525252525253041e-01,2.122720756877030759e-08
5.353535353535353591e-01,2.117851600858499837e-08
5.454545454545455252e-01,2.114842418385109988e-08
5.555555555555555802e-01,2.112764763728162494e-08
5.656565656565657463e-01,2.112194954300101815e-08
5.757575757575758013e-01,2.112417443005601827e-08
5.858585858585858563e-01,2.113968927430764569e-08
5.959595959595960224e-01,2.117486569465536559e-08
6.060606060606060774e-01,2.122677910703915099e-08
6.161616161616162435e-01,2.128914064139094134e-08
6.262626262626262985e-01,2.136554870429591713e-08
6.363636363636364646e-01,2.145717044028275902e-08
6.464646464646465196e-01,2.156376351464366055e-08
6.565656565656565746e-01,2.168733795312866039e-08
6.666666666666667407e-01,2.182866031971752977e-08
6.767676767676767957e-01,2.198385513769440742e-08
6.868686868686869618e-01,2.215257623986346539e-08
6.969696969696970168e-01,2.234184008090778419e-08
7.070707070707071829e-01,2.255052458646168238e-08
7.171717171717172379e-01,2.278405864892344469e-08
7.272727272727272929e-01,2.303559193278079632e-08
7.373737373737374590e-01,2.331612921558901270e-08
7.474747474747475140e-01,2.362663206863966120e-08
7.575757575757576801e-01,2.396397710990546106e-08
7.676767676767677351e-01,2.434295160747099218e-08
7.777777777777777901e-01,2.473966744836985785e-08
7.878787878787879562e-01,2.516774999528782716e-08
7.979797979797980112e-01,2.563410978770018664e-08
8.080808080808081773e-01,2.613711062120852700e-08
8.181818181818182323e-01,2.668135961980697011e-08
8.282828282828283983e-01,2.728321365285962257e-08
8.383838383838384534e-01,2.794731829434476064e-08
8.484848484848485084e-01,2.865010792225022023e-08
8.585858585858586745e-01,2.941836681240852668e-08
8.686868686868687295e-01,3.020794248464982883e-08
8.787878787878788955e-01,3.103319804114307786e-08
8.888888888888889506e-01,3.183878880128121369e-08
8.989898989898991166e-01,3.253430599402199578e-08
9.090909090909091717e-01,3.296646283138399425e-08
9.191919191919192267e-01,3.266362605857673594e-08
9.292929292929293927e-01,3.066215572575999763e-08
9.393939393939394478e-01,2.394463116158356703e-08
9.494949494949496138e-01,1.241719535337278909e-08
9.595959595959596689e-01,3.341673837416909174e-09
9.696969696969697239e-01,3.077867081580090396e-10
9.797979797979798899e-01,2.790383645315629094e-12
9.898989898989899450e-01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00
