# time, c_var
2.000000000000000042e-03,0.000000000000000000e+00
4.000000000000000083e-03,0.000000000000000000e+00
1.600000000000000033e-02,0.000000000000000000e+00
3.200000000000000067e-02,0.000000000000000000e+00
6.400000000000000133e-02,4.091771090203903035e-12
1.280000000000000027e-01,1.749627470600278493e-10
2.560000000000000053e-01,1.827946457475946485e-09
5.120000000000000107e-01,4.563349488989312643e-09
1.024000000000000021e+00,3.991246468207221304e-09
