# log(rho), p(log(rho))
-2.302585092994045901e+00,6.438377753307629122e-05
-2.186292916580205414e+00,1.011457233913402593e-04
-2.070000740166364483e+00,1.578851141884265877e-04
-1.953708563752523775e+00,2.367506132288160693e-04
-1.837416387338683066e+00,3.645546585450697738e-04
-1.721124210924842357e+00,5.749991152535390004e-04
-1.604832034511001648e+00,8.807568410682697262e-04
-1.488539858097160939e+00,1.344212419207234908e-03
-1.372247681683320231e+00,2.001191217310363969e-03
-1.255955505269479522e+00,2.992034620834645164e-03
-1.139663328855638813e+00,4.275761144806490902e-03
-1.023371152441798104e+00,6.046558425819691628e-03
-9.070789760279573954e-01,8.573281103023088628e-03
-7.907867996141166866e-01,1.192728743811325917e-02
-6.744946232002759778e-01,1.596055686438892923e-02
-5.582024467864352690e-01,2.171128177322883407e-02
-4.419102703725945602e-01,2.839234130648915846e-02
-3.256180939587538514e-01,3.623327807903869990e-02
-2.093259175449131426e-01,4.360862170424366357e-02
-9.303374113107221177e-02,5.271364044929623127e-02
2.325843528276827499e-02,5.978178542724542355e-02
1.395506116966087617e-01,6.846179619252792947e-02
2.558427881104496926e-01,7.453315949768375692e-02
3.721349645242906234e-01,8.011350634331013132e-02
4.884271409381311102e-01,8.388416254318184495e-02
6.047193173519715970e-01,8.549881396815810219e-02
7.210114937658125278e-01,8.804115388129164776e-02
8.373036701796534587e-01,9.051040016176581382e-02
9.535958465934939454e-01,8.969629566821796240e-02
1.069888023007334432e+00,8.844308595859975974e-02
1.186180199421175363e+00,8.998303894659315239e-02
1.302472375835016294e+00,8.751441133728260491e-02
1.418764552248856781e+00,8.594860402037651781e-02
1.535056728662697267e+00,8.330014334921978514e-02
1.651348905076538198e+00,8.100085058095435331e-02
1.767641081490379129e+00,7.712409863307553848e-02
1.883933257904219616e+00,7.406875448513994264e-02
2.000225434318060103e+00,7.164724013622432441e-02
2.116517610731901478e+00,6.832129996126501403e-02
2.232809787145741964e+00,6.344129302838366624e-02
2.349101963559582451e+00,5.931857126799976870e-02
2.465394139973422938e+00,5.500589195568314493e-02
2.581686316387263425e+00,5.179327846403521812e-02
2.697978492801104800e+00,4.951268240157781497e-02
2.814270669214945286e+00,4.698740272193743794e-02
2.930562845628785773e+00,4.463962855450995248e-02
3.046855022042627148e+00,4.020960747709709238e-02
3.163147198456467635e+00,3.793619881101317065e-02
3.279439374870308122e+00,3.472296223371561241e-02
3.395731551284148608e+00,3.076895353948906620e-02
3.512023727697989095e+00,2.759373359814352999e-02
3.628315904111830470e+00,2.519467241255607393e-02
3.744608080525670957e+00,2.217918986628679423e-02
3.860900256939511443e+00,2.062807424955655222e-02
3.977192433353352818e+00,1.935508600007545058e-02
4.093484609767193305e+00,1.716137202738730883e-02
4.209776786181033792e+00,1.541377899769877900e-02
4.326068962594874279e+00,1.479986331657311485e-02
4.442361139008714765e+00,1.362406491691522947e-02
4.558653315422556140e+00,1.251675299376011317e-02
4.674945491836396627e+00,1.066933921360098750e-02
4.791237668250237114e+00,9.749191772870187053e-03
4.907529844664078489e+00,9.014268489561905531e-03
5.023822021077918976e+00,8.049005155767802872e-03
5.140114197491759462e+00,6.890863969640474360e-03
5.256406373905599949e+00,6.306361501493503753e-03
5.372698550319440436e+00,5.350986702037431944e-03
5.488990726733281811e+00,5.085570486976778541e-03
5.605282903147122298e+00,4.706984338374000688e-03
5.721575079560962784e+00,4.141395492052765692e-03
5.837867255974804159e+00,3.430604474126647090e-03
5.954159432388643758e+00,3.207933292014793041e-03
6.070451608802485133e+00,2.677394675922970414e-03
6.186743785216326508e+00,2.428766029509123181e-03
6.303035961630166106e+00,2.014679787895275621e-03
6.419328138044007481e+00,1.847506541225604759e-03
6.535620314457848856e+00,1.788164015359570893e-03
6.651912490871688455e+00,1.797510022340943975e-03
6.768204667285529830e+00,1.590535894034336272e-03
6.884496843699369428e+00,1.570871298595370811e-03
7.000789020113210803e+00,1.039138185952252508e-03
7.117081196527052178e+00,1.167289023929141394e-03
7.233373372940891777e+00,8.743819206660701036e-04
7.349665549354733152e+00,9.065810463345796728e-04
7.465957725768572750e+00,7.308038254634462161e-04
7.582249902182414125e+00,8.209299445433508417e-04
7.698542078596255500e+00,6.275789918728560393e-04
7.814834255010095099e+00,6.333354923636371186e-04
7.931126431423936474e+00,7.114411354708981110e-04
8.047418607837776960e+00,7.308722726763898546e-04
8.163710784251616559e+00,4.622809992229116329e-04
8.280002960665459710e+00,3.799590452353156277e-04
8.396295137079299309e+00,1.455840979798828680e-04
8.512587313493138907e+00,9.422553544027564062e-05
8.628879489906982059e+00,3.511271679842997706e-05
8.745171666320821657e+00,3.944291236170615613e-05
8.861463842734661256e+00,4.430723567486576629e-05
8.977756019148504407e+00,4.977128421183111407e-05
9.094048195562344006e+00,5.590929988172464607e-05
9.210340371976183604e+00,6.280401573669644141e-05
