# c, p(c)
0.000000000000000000e+00,0.000000000000000000e+00
1.010101010101010187e-02,2.094935223837498347e-06
2.020202020202020374e-02,1.051050790814255510e-06
3.030303030303030387e-02,6.950149604781851122e-07
4.040404040404040747e-02,5.086517111382560575e-07
5.050505050505051108e-02,3.950622642949457121e-07
6.060606060606060774e-02,3.209007349304360834e-07
7.070707070707071829e-02,2.686267110667313445e-07
8.080808080808081495e-02,2.301897698717854281e-07
9.090909090909091161e-02,1.997537440083939122e-07
1.010101010101010222e-01,1.755593164445722027e-07
1.111111111111111188e-01,1.563353964074840562e-07
1.212121212121212155e-01,1.406594196993068017e-07
1.313131313131313260e-01,1.274409964303539037e-07
1.414141414141414366e-01,1.159687651094518692e-07
1.515151515151515194e-01,1.062539696704651705e-07
1.616161616161616299e-01,9.810029630971088710e-08
1.717171717171717404e-01,9.088218271639621177e-08
1.818181818181818232e-01,8.453730655428324262e-08
1.919191919191919338e-01,7.886477230545034301e-08
2.020202020202020443e-01,7.380601076106547156e-08
2.121212121212121271e-01,6.937433815486429593e-08
2.222222222222222376e-01,6.538030741071654423e-08
2.323232323232323482e-01,6.179663080621812397e-08
2.424242424242424310e-01,5.856433141402179393e-08
2.525252525252525415e-01,5.557716653885137348e-08
2.626262626262626521e-01,5.281499430649648789e-08
2.727272727272727626e-01,5.023700553608332088e-08
2.828282828282828731e-01,4.781481975578853345e-08
2.929292929292929282e-01,4.562647561273698709e-08
3.030303030303030387e-01,4.361287521586671523e-08
3.131313131313131493e-01,4.172521390255986436e-08
3.232323232323232598e-01,3.995540133678350421e-08
3.333333333333333703e-01,3.827899843306514309e-08
3.434343434343434809e-01,3.672945012586199748e-08
3.535353535353535914e-01,3.526145316135642409e-08
3.636363636363636465e-01,3.386490718562595282e-08
3.737373737373737570e-01,3.256211226173463652e-08
3.838383838383838675e-01,3.132935873278319494e-08
3.939393939393939781e-01,3.011524226852376415e-08
4.040404040404040886e-01,2.900947667798981907e-08
4.141414141414141992e-01,2.799126667394294345e-08
4.242424242424242542e-01,2.701673358050631172e-08
4.343434343434343647e-01,2.610764497483125035e-08
4.444444444444444753e-01,2.524285963446133498e-08
4.545454545454545858e-01,2.441635769649841370e-08
4.646464646464646964e-01,2.362963105899437107e-08
4.747474747474748069e-01,2.286589029797238594e-08
4.848484848484848619e-01,2.212598030122409271e-08
4.949494949494949725e-01,2.142581441111518305e-08
5.050505050505050830e-01,2.076710934004058749e-08
5.151515151515152491e-01,2.014674546075518837e-08
5.252525252525253041e-01,1.952637561073050080e-08
5.353535353535353591e-01,1.893504663362285913e-08
5.454545454545455252e-01,1.835584497884955681e-08
5.555555555555555802e-01,1.779496231953612118e-08
5.656565656565657463e-01,1.724752304642305695e-08
5.757575757575758013e-01,1.672928412943251558e-08
5.858585858585858563e-01,1.622383256734140044e-08
5.959595959595960224e-01,1.570976146716223808e-08
6.060606060606060774e-01,1.520422121545396332e-08
6.161616161616162435e-01,1.471625229016796936e-08
6.262626262626262985e-01,1.422483151076451908e-08
6.363636363636364646e-01,1.373147058884748127e-08
6.464646464646465196e-01,1.324663477847186569e-08
6.565656565656565746e-01,1.278122725718166074e-08
6.666666666666667407e-01,1.230386622552890555e-08
6.767676767676767957e-01,1.182851614975872137e-08
6.868686868686869618e-01,1.137269860173497845e-08
6.969696969696970168e-01,1.090571318646487813e-08
7.070707070707071829e-01,1.042722500378228195e-08
7.171717171717172379e-01,9.941869708906407950e-09
7.272727272727272929e-01,9.464365929614861323e-09
7.373737373737374590e-01,8.983639840126887768e-09
7.474747474747475140e-01,8.525514186261569331e-09
7.575757575757576801e-01,8.027197546789246129e-09
7.676767676767677351e-01,7.512438725820570787e-09
7.777777777777777901e-01,6.995500845209782958e-09
7.878787878787879562e-01,6.473089951618047182e-09
7.979797979797980112e-01,5.940733784804345962e-09
8.080808080808081773e-01,5.403074849902095245e-09
8.181818181818182323e-01,4.881035347035293381e-09
8.282828282828283983e-01,4.356861769078454636e-09
8.383838383838384534e-01,3.807625753692193355e-09
8.484848484848485084e-01,3.274054974204295899e-09
8.585858585858586745e-01,2.773276817815748179e-09
8.686868686868687295e-01,2.269171898616037208e-09
8.787878787878788955e-01,1.795137855385205526e-09
8.888888888888889506e-01,1.358602816765168965e-09
8.989898989898991166e-01,9.915086179129820342e-10
9.090909090909091717e-01,6.824485102371839453e-10
9.191919191919192267e-01,4.301877570703062748e-10
9.292929292929293927e-01,2.420394817869753724e-10
9.393939393939394478e-01,1.170126102511320979e-10
9.494949494949496138e-01,4.379254103144498471e-11
9.595959595959596689e-01,9.609653371408254838e-12
9.696969696969697239e-01,9.366723936464905994e-13
9.797979797979798899e-01,5.706849517012441875e-15
9.898989898989899450e-01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00
