# time,average_effective_velocity,95CLI
1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.193776641714436315e-01,1.631699184361900049e-02,7.789044478495312993e-03
1.425102670302998142e-01,3.078644660638556185e-02,1.434681210107352500e-02
1.701254279852589257e-01,4.387294056631059480e-02,1.987582445413427906e-02
2.030917620904735821e-01,5.595515865041143094e-02,2.454278086653379973e-02
2.424462017082328336e-01,6.733876007771839867e-02,2.848374430047749886e-02
2.894266124716751154e-01,7.840496456671575132e-02,3.181437879753842152e-02
3.455107294592220102e-01,8.963344317026739061e-02,3.463256966447456064e-02
4.124626382901352417e-01,1.015486030166641018e-01,3.701450047084966360e-02
4.923882631706739121e-01,1.146915079921226460e-01,3.901320515685395562e-02
5.878016072274913073e-01,1.295796785469726931e-01,4.065829297746314380e-02
7.017038286703829453e-01,1.470754918227500652e-01,4.197003347498492326e-02
8.376776400682920398e-01,1.681182718996408199e-01,4.295317125835488442e-02
1.000000000000000000e+00,1.933218531971951926e-01,4.354844311133932583e-02
1.193776641714436870e+00,2.237530454567393245e-01,4.364929193272930330e-02
1.425102670302998531e+00,2.601452717283009863e-01,4.309920629528911362e-02
1.701254279852589146e+00,3.021655974000547196e-01,4.181678428878900927e-02
2.030917620904735710e+00,3.474943734304443144e-01,3.972209201005420104e-02
2.424462017082328114e+00,3.923582490266060985e-01,3.678309061803518298e-02
2.894266124716751598e+00,4.304654862128369786e-01,3.303836125841057986e-02
3.455107294592219880e+00,4.545873887741395669e-01,2.857384904764596195e-02
4.124626382901352528e+00,4.609052309710282569e-01,2.346795868297285245e-02
4.923882631706741897e+00,4.509703905534226398e-01,1.830078961433912951e-02
5.878016072274914627e+00,4.369170538469202003e-01,1.478114885376949870e-02
7.017038286703829897e+00,4.510240497807752602e-01,1.454401561437783548e-02
8.376776400682919288e+00,4.933254237931722352e-01,1.379930554566270555e-02
1.000000000000000000e+01,5.081837923626317810e-01,1.056345613392795264e-02
1.193776641714437048e+01,4.904546452107046428e-01,7.811360459873943445e-03
1.425102670302999286e+01,5.187032728050757768e-01,8.161832898185440027e-03
1.701254279852589235e+01,5.131992262792647308e-01,5.347434605757697343e-03
2.030917620904736864e+01,5.303093890014262124e-01,5.687737772131190583e-03
2.424462017082328202e+01,5.221632399568427729e-01,4.350945304403013372e-03
2.894266124716751776e+01,5.262368886367171372e-01,3.185172016437765648e-03
3.455107294592221479e+01,5.305057575731617625e-01,2.649085717984415653e-03
4.124626382901352173e+01,5.337163540049758570e-01,2.519273343941827101e-03
4.923882631706741364e+01,5.428411961952407383e-01,2.295643400664193652e-03
5.878016072274911608e+01,5.397882054937939156e-01,1.867681758698920254e-03
7.017038286703829897e+01,5.415490673056742033e-01,1.561641204795681829e-03
8.376776400682923907e+01,5.440655078918403831e-01,1.328455153745295011e-03
1.000000000000000000e+02,5.379964532124765775e-01,1.944776967584399812e-03
