# time,average_effective_velocity,95CLI
1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.215183306378338629e-01,4.649551968069228630e-02,7.000592003884304262e-03
1.476670468100590716e-01,8.505427333161258430e-02,1.275839842769909555e-02
1.794425301857724697e-01,1.171246997916262633e-01,1.749147402543833538e-02
2.180555671360417669e-01,1.439142110350598025e-01,2.137832630424045186e-02
2.649774850465789755e-01,1.664476172382421126e-01,2.456540469433837401e-02
3.219962163947186484e-01,1.855835885677964703e-01,2.717213272241174662e-02
3.912844268798491010e-01,2.020476556852174033e-01,2.929517037605936305e-02
4.754823035902082662e-01,2.164578604510255522e-01,3.101194986758822741e-02
5.777981578011381902e-01,2.293424638286269135e-01,3.238360031929721911e-02
7.021306758161000028e-01,2.411490299826865302e-01,3.345726907477505202e-02
8.532174761478656944e-01,2.522397676678718170e-01,3.426731190480093031e-02
1.036815633725144625e+00,2.628616419823971428e-01,3.483363311388393280e-02
1.259921049894873413e+00,2.731039151863534631e-01,3.515392493951217251e-02
1.531035027186919528e+00,2.828398615287414652e-01,3.518912056012812872e-02
1.860488206518050802e+00,2.920635015109552257e-01,3.489106918769591115e-02
2.260834210274509815e+00,3.011007851970468052e-01,3.425399060621053121e-02
2.747327990814637744e+00,3.096450866358196330e-01,3.322978454917045049e-02
3.338507111583890463e+00,3.167384302970714383e-01,3.177064006871381519e-02
4.056898110222107334e+00,3.222254343048484571e-01,2.987613554009153558e-02
4.929874859219732564e+00,3.280013290521273661e-01,2.777019061852802062e-02
5.990701631458082765e+00,3.379766351533081692e-01,2.593016496096991683e-02
7.279800616041338657e+00,3.545234279108574471e-01,2.463517343760304387e-02
8.846292182376176427e+00,3.732889643800824109e-01,2.394742399175423669e-02
1.074986658336873369e+01,3.889692237245178652e-01,2.360879029416145664e-02
1.306305841790402233e+01,4.139142976130283369e-01,2.277346725488035850e-02
1.587401051968200072e+01,4.371498404023922424e-01,2.148424766193239924e-02
1.928983258879170748e+01,4.606531254811915277e-01,2.056717847020549106e-02
2.344068254473251400e+01,4.839138150726985943e-01,1.908638013279880669e-02
2.848472611847307334e+01,5.065242013921844588e-01,1.762465769590490158e-02
3.461416366592753491e+01,5.298347065075522666e-01,1.600834086190917535e-02
4.206255385108273970e+01,5.498642207037831575e-01,1.443052640757394242e-02
5.111371326347565969e+01,5.660020119278400541e-01,1.278857037102030907e-02
6.211253108478470608e+01,5.800221612634222090e-01,1.111270639576916568e-02
7.547811089113595528e+01,5.900750622688856195e-01,9.474193939318635571e-03
9.171974035188149799e+01,5.948246445332915355e-01,8.143348421981387239e-03
1.114562973409620952e+02,5.943701869944771898e-01,6.918818433753885430e-03
1.354398319194774558e+02,5.870633805478128187e-01,6.176664333415324976e-03
1.645842227672370655e+02,5.699912301549751037e-01,5.827106447143252412e-03
2.000000000000000284e+02,5.436174692104328576e-01,6.003372973172778349e-03
