# time,average_effective_velocity,95CLI
1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.215183306378338629e-01,3.032102508062740898e-02,8.321406934421038751e-03
1.476670468100590716e-01,5.618563187871098569e-02,1.521691257178352935e-02
1.794425301857724697e-01,7.855300991415668788e-02,2.094144432077742896e-02
2.180555671360417669e-01,9.834404480698473450e-02,2.570285088767342019e-02
2.649774850465789755e-01,1.163939298179794968e-01,2.967297949628656950e-02
3.219962163947186484e-01,1.335214122084366350e-01,3.299347591373418681e-02
3.912844268798491010e-01,1.505886081738866400e-01,3.578112882917643817e-02
4.754823035902082662e-01,1.685812217748383635e-01,3.813130119294037834e-02
5.777981578011381902e-01,1.883432990885706704e-01,4.009121993465672440e-02
7.021306758161000028e-01,2.109396741928689645e-01,4.169592629232420078e-02
8.532174761478656944e-01,2.376594697392226396e-01,4.295291811640666868e-02
1.036815633725144625e+00,2.693845818006646575e-01,4.379114664122631118e-02
1.259921049894873413e+00,3.067611035871478098e-01,4.404199547618833227e-02
1.531035027186919528e+00,3.514321224756850048e-01,4.346217449646788689e-02
1.860488206518050802e+00,4.040657880754328080e-01,4.193141894724329577e-02
2.260834210274509815e+00,4.613930254450377966e-01,3.944798867737271675e-02
2.747327990814637744e+00,5.207667492890849514e-01,3.612526487334075109e-02
3.338507111583890463e+00,5.769658585153575325e-01,3.242087058269720740e-02
4.056898110222107334e+00,6.271584799433511659e-01,2.910403118114844589e-02
4.929874859219732564e+00,6.750278525332763513e-01,2.634304428973819126e-02
5.990701631458082765e+00,7.242062581340205085e-01,2.328526167209385780e-02
7.279800616041338657e+00,7.678955237988190907e-01,2.021095582538980431e-02
8.846292182376176427e+00,7.997728602979402579e-01,1.793573357201558305e-02
1.074986658336873369e+01,8.317737227251762455e-01,1.579480570638172252e-02
1.306305841790402233e+01,8.563792888138808124e-01,1.391898832564831580e-02
1.587401051968200072e+01,8.796932213084396324e-01,1.229799682610492086e-02
1.928983258879170748e+01,8.978750875291063860e-01,1.129976891668548963e-02
2.344068254473251400e+01,9.130999908173419444e-01,1.053446930880722054e-02
2.848472611847307334e+01,9.256918305404410185e-01,1.003276903886953994e-02
3.461416366592753491e+01,9.349513184991314896e-01,9.783206822283656984e-03
4.206255385108273970e+01,9.413129493793136460e-01,9.545483099698584897e-03
5.111371326347565969e+01,9.419651327058146117e-01,9.577469333935832024e-03
6.211253108478470608e+01,9.380403640546784994e-01,9.772588064846678829e-03
7.547811089113595528e+01,9.271324581375411933e-01,9.825486945185523194e-03
9.171974035188149799e+01,9.087563521992766402e-01,9.829588217545133164e-03
1.114562973409620952e+02,8.828355039655678693e-01,9.533879276124743174e-03
1.354398319194774558e+02,8.439373090394943766e-01,8.960490750649410460e-03
1.645842227672370655e+02,8.002182244682196632e-01,8.183413618895289676e-03
2.000000000000000284e+02,7.559627440139163879e-01,7.382834007673780459e-03
