# time,average_effective_velocity,95CLI
1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.215183306378338629e-01,1.508074952133952977e-02,7.051987540634042755e-03
1.476670468100590716e-01,2.769030621092571920e-02,1.285362651765605338e-02
1.794425301857724697e-01,3.829994610732081334e-02,1.762504127502581563e-02
2.180555671360417669e-01,4.731206368474212554e-02,2.154627176334503874e-02
2.649774850465789755e-01,5.508204643002150014e-02,2.476524665269569034e-02
3.219962163947186484e-01,6.192071223607374664e-02,2.740262175443010373e-02
3.912844268798491010e-01,6.810737136435005001e-02,2.955603821918479507e-02
4.754823035902082662e-01,7.390127673451227230e-02,3.130347763761991142e-02
5.777981578011381902e-01,7.955033532351690750e-02,3.270575198284350615e-02
7.021306758161000028e-01,8.529607036347179594e-02,3.380803722771921760e-02
8.532174761478656944e-01,9.137216533105084471e-02,3.463994800987682532e-02
1.036815633725144625e+00,9.798192037235162188e-02,3.521300022627842780e-02
1.259921049894873413e+00,1.052687957053745765e-01,3.551235517862470770e-02
1.531035027186919528e+00,1.133271658165467544e-01,3.548936750831110931e-02
1.860488206518050802e+00,1.222844881162384462e-01,3.507616798506092010e-02
2.260834210274509815e+00,1.324931035919827138e-01,3.423398555609170196e-02
2.747327990814637744e+00,1.435431226841859531e-01,3.291109173852174025e-02
3.338507111583890463e+00,1.535031952869403138e-01,3.107329780176477235e-02
4.056898110222107334e+00,1.596119588846050819e-01,2.864371637275844873e-02
4.929874859219732564e+00,1.600007187821896881e-01,2.568684766154976165e-02
5.990701631458082765e+00,1.544915482329680956e-01,2.261479046483140520e-02
7.279800616041338657e+00,1.447017766455084009e-01,1.990733708795610138e-02
8.846292182376176427e+00,1.378713568293917224e-01,1.788521972664890158e-02
1.074986658336873369e+01,1.436661287260641851e-01,1.727407224829727306e-02
1.306305841790402233e+01,1.546682984145598128e-01,1.739347110606809590e-02
1.587401051968200072e+01,1.578525297754490297e-01,1.745743022197187785e-02
1.928983258879170748e+01,1.625429889505499992e-01,1.710104525469329992e-02
2.344068254473251400e+01,1.744796376916818437e-01,1.686089624194389222e-02
2.848472611847307334e+01,1.872766756366589513e-01,1.674961782113655248e-02
3.461416366592753491e+01,2.002465108388906956e-01,1.645554166005306143e-02
4.206255385108273970e+01,2.134053519571169621e-01,1.599427912684237355e-02
5.111371326347565969e+01,2.292610429786381132e-01,1.530595409900674039e-02
6.211253108478470608e+01,2.447975164172690177e-01,1.453913316390205435e-02
7.547811089113595528e+01,2.606895173577447600e-01,1.345278575730401820e-02
9.171974035188149799e+01,2.729665138540665614e-01,1.203414198724906368e-02
1.114562973409620952e+02,2.816251253365536500e-01,1.054143527107350223e-02
1.354398319194774558e+02,2.855631982634478927e-01,9.260796128894781959e-03
1.645842227672370655e+02,2.849083901474078195e-01,8.358262140643040600e-03
2.000000000000000284e+02,2.818423889021207107e-01,7.748858487736622752e-03
