# time,average_effective_velocity,95CLI
1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.215183306378338629e-01,9.234133133830244033e-03,7.329389849376887790e-03
1.476670468100590716e-01,1.713920299736196654e-02,1.336421283625051706e-02
1.794425301857724697e-01,2.401245007306985688e-02,1.833315926870354023e-02
2.180555671360417669e-01,3.011810649341177537e-02,2.242467047074674785e-02
2.649774850465789755e-01,3.569478712136582577e-02,2.579185479282188054e-02
3.219962163947186484e-01,4.096603333148054332e-02,2.855911197618689681e-02
3.912844268798491010e-01,4.614722080396109483e-02,3.082648494615941592e-02
4.754823035902082662e-01,5.145300419579669493e-02,3.267303252540837422e-02
5.777981578011381902e-01,5.710349499574879362e-02,3.415946577263920259e-02
7.021306758161000028e-01,6.332788237109093776e-02,3.533003474420604029e-02
8.532174761478656944e-01,7.035880445019282448e-02,3.621321137322282280e-02
1.036815633725144625e+00,7.841448572103947023e-02,3.681965154990718414e-02
1.259921049894873413e+00,8.766003070618391679e-02,3.714056564659946186e-02
1.531035027186919528e+00,9.811538443437919921e-02,3.713927948877138174e-02
1.860488206518050802e+00,1.098590144161039894e-01,3.676059787493222292e-02
2.260834210274509815e+00,1.233622114638659450e-01,3.596881636401150217e-02
2.747327990814637744e+00,1.387200818202616870e-01,3.464461490326316284e-02
3.338507111583890463e+00,1.548781107545227631e-01,3.261121745117095266e-02
4.056898110222107334e+00,1.693538568910648301e-01,2.982415548397887237e-02
4.929874859219732564e+00,1.773314436234749436e-01,2.642072194145064432e-02
5.990701631458082765e+00,1.752205522465212217e-01,2.277710812761376408e-02
7.279800616041338657e+00,1.655128536203856748e-01,1.974413017981874532e-02
8.846292182376176427e+00,1.572777137780830836e-01,1.818362264858486982e-02
1.074986658336873369e+01,1.593198777637679364e-01,1.784080015074437572e-02
1.306305841790402233e+01,1.711717613256512616e-01,1.767598382999567563e-02
1.587401051968200072e+01,1.851814803915912411e-01,1.750488518517706593e-02
1.928983258879170748e+01,1.938110641029549830e-01,1.715547293040544513e-02
2.344068254473251400e+01,2.052011493818000909e-01,1.702408226009415743e-02
2.848472611847307334e+01,2.215445459267421924e-01,1.656069168192166735e-02
3.461416366592753491e+01,2.381752427364545455e-01,1.609056155574612942e-02
4.206255385108273970e+01,2.566769528875256223e-01,1.535714335532314088e-02
5.111371326347565969e+01,2.750679843347758058e-01,1.424262155151401546e-02
6.211253108478470608e+01,2.882367636936910560e-01,1.273385487393474159e-02
7.547811089113595528e+01,3.011661414416886284e-01,1.123938318812333671e-02
9.171974035188149799e+01,3.095688146988804790e-01,9.549916357128799063e-03
1.114562973409620952e+02,3.079718979598347062e-01,7.968016213220276145e-03
1.354398319194774558e+02,3.013237718134191279e-01,6.760066370231676385e-03
1.645842227672370655e+02,2.937690347264318436e-01,6.000583229181756344e-03
2.000000000000000284e+02,2.806457017283124911e-01,5.355700033518835841e-03
