# time,average_effective_velocity,95CLI
1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.215183306378338629e-01,5.704593640601664933e-02,7.338075323280957886e-03
1.476670468100590716e-01,1.050680921082352143e-01,1.339209798799289794e-02
1.794425301857724697e-01,1.458341911639242927e-01,1.838711466867458399e-02
2.180555671360417669e-01,1.809256494693493866e-01,2.250915495349908868e-02
2.649774850465789755e-01,2.117373225925583413e-01,2.591163555731329851e-02
3.219962163947186484e-01,2.395125821320228943e-01,2.871954377950164741e-02
3.912844268798491010e-01,2.653916203608580049e-01,3.103298006596962727e-02
4.754823035902082662e-01,2.904485762708409746e-01,3.292998227774010522e-02
5.777981578011381902e-01,3.157098097839171058e-01,3.446810896223601733e-02
7.021306758161000028e-01,3.421344886443059008e-01,3.568329765052723895e-02
8.532174761478656944e-01,3.705269749480907260e-01,3.658316869217766859e-02
1.036815633725144625e+00,4.013010056401982162e-01,3.713213095076986492e-02
1.259921049894873413e+00,4.342472996369319826e-01,3.725391565243156566e-02
1.531035027186919528e+00,4.688050093845679833e-01,3.686311852888741331e-02
1.860488206518050802e+00,5.048209553867509802e-01,3.598848924800090998e-02
2.260834210274509815e+00,5.408109915007381918e-01,3.472842374842578100e-02
2.747327990814637744e+00,5.743779064448549798e-01,3.307428381291052655e-02
3.338507111583890463e+00,6.050136826787043676e-01,3.110185913114496201e-02
4.056898110222107334e+00,6.371079488881072894e-01,2.925835662307767551e-02
4.929874859219732564e+00,6.740792865158623526e-01,2.765365607317498906e-02
5.990701631458082765e+00,7.141699286566595140e-01,2.550091836338438597e-02
7.279800616041338657e+00,7.510639359533214376e-01,2.266387496230233209e-02
8.846292182376176427e+00,7.820961611236256772e-01,2.021981209636886795e-02
1.074986658336873369e+01,8.132096857854681504e-01,1.812001594195881624e-02
1.306305841790402233e+01,8.379494002092305882e-01,1.612318492840835588e-02
1.587401051968200072e+01,8.633852996579245431e-01,1.425710140057005228e-02
1.928983258879170748e+01,8.834035633002188526e-01,1.309342027316316714e-02
2.344068254473251400e+01,9.003895884622653556e-01,1.216166171606308452e-02
2.848472611847307334e+01,9.150812074035781229e-01,1.148237100640192923e-02
3.461416366592753491e+01,9.276488472056473311e-01,1.120330535964782562e-02
4.206255385108273970e+01,9.387312990729164142e-01,1.112105678566613180e-02
5.111371326347565969e+01,9.490460518983389049e-01,1.110648426947306172e-02
6.211253108478470608e+01,9.547994732718178001e-01,1.105297158054470430e-02
7.547811089113595528e+01,9.549872165753701125e-01,1.092778901780156083e-02
9.171974035188149799e+01,9.458461230522129393e-01,1.063150792730151346e-02
1.114562973409620952e+02,9.236249271819865214e-01,1.006739562150091999e-02
1.354398319194774558e+02,8.898163097362521423e-01,9.003659212464439066e-03
1.645842227672370655e+02,8.465686522609564557e-01,7.782517472740129241e-03
2.000000000000000284e+02,8.022558429582570261e-01,6.652443692681284798e-03
