# time,average_effective_velocity,95CLI
1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.215183306378338629e-01,3.925744243266856420e-02,8.054469104731298151e-03
1.476670468100590716e-01,7.262632418925457634e-02,1.469810887760291188e-02
1.794425301857724697e-01,1.013569452480475308e-01,2.017636951680558052e-02
2.180555671360417669e-01,1.266116863773253942e-01,2.469230890389209274e-02
2.649774850465789755e-01,1.494785635334049123e-01,2.841391338959390472e-02
3.219962163947186484e-01,1.709817452859216380e-01,3.147693968872572468e-02
3.912844268798491010e-01,1.921227204650817477e-01,3.398758161910418740e-02
4.754823035902082662e-01,2.138970764793176327e-01,3.602474696307217394e-02
5.777981578011381902e-01,2.372807630680231206e-01,3.764068125401739962e-02
7.021306758161000028e-01,2.633322969024458615e-01,3.886302696418639929e-02
8.532174761478656944e-01,2.929507878295524170e-01,3.968113348222223474e-02
1.036815633725144625e+00,3.266119593486818684e-01,4.001918842279646865e-02
1.259921049894873413e+00,3.644239756866203828e-01,3.974102058426806638e-02
1.531035027186919528e+00,4.063432259577705041e-01,3.873582915044365693e-02
1.860488206518050802e+00,4.506320340333295760e-01,3.699651447338132143e-02
2.260834210274509815e+00,4.908663612900721618e-01,3.446542952971259899e-02
2.747327990814637744e+00,5.191568445498553341e-01,3.117326326788392651e-02
3.338507111583890463e+00,5.296425855050324039e-01,2.738578770728226572e-02
4.056898110222107334e+00,5.193154436638397486e-01,2.297510219366990722e-02
4.929874859219732564e+00,4.996268736632756280e-01,1.850163161425990091e-02
5.990701631458082765e+00,5.029361810726925563e-01,1.628925988570116903e-02
7.279800616041338657e+00,5.459570648969974682e-01,1.550923020696999381e-02
8.846292182376176427e+00,5.674544273886142909e-01,1.282212911535837198e-02
1.074986658336873369e+01,5.509236532887519244e-01,9.659219788909058010e-03
1.306305841790402233e+01,5.823452612363433367e-01,9.016318670133284530e-03
1.587401051968200072e+01,5.729377581707696399e-01,6.694415984938207817e-03
1.928983258879170748e+01,5.918107346013857795e-01,5.938084396797850377e-03
2.344068254473251400e+01,5.980297887617956887e-01,5.090551022611654319e-03
2.848472611847307334e+01,6.018475076355878084e-01,4.271848135903217464e-03
3.461416366592753491e+01,6.045450037340791560e-01,3.403233104090858194e-03
4.206255385108273970e+01,6.072114671036994427e-01,3.046744058217808280e-03
5.111371326347565969e+01,6.112692127819404631e-01,2.578310203304512872e-03
6.211253108478470608e+01,6.148474007872196667e-01,2.288529974591370364e-03
7.547811089113595528e+01,6.182552793054535423e-01,2.051416924777749087e-03
9.171974035188149799e+01,6.206562975806485527e-01,1.874620470407598960e-03
1.114562973409620952e+02,6.230295460658693552e-01,1.751295465909761010e-03
1.354398319194774558e+02,6.254341497962540020e-01,1.647441382350537872e-03
1.645842227672370655e+02,6.271402576478735114e-01,1.594501022900633551e-03
2.000000000000000284e+02,6.291181956016391741e-01,1.570123622665885958e-03
