# time,average_effective_velocity,95CLI
1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.215183306378338629e-01,1.753003386685530463e-01,6.860727726144972768e-03
1.476670468100590716e-01,3.199885664980642308e-01,1.251043153646489055e-02
1.794425301857724697e-01,4.396015637466588744e-01,1.716876471972331522e-02
2.180555671360417669e-01,5.386857678904724001e-01,2.100974587755993078e-02
2.649774850465789755e-01,6.210165654335623175e-01,2.417115302150469464e-02
3.219962163947186484e-01,6.897287756091354805e-01,2.676120367448379944e-02
3.912844268798491010e-01,7.474324523082389593e-01,2.886183765117828273e-02
4.754823035902082662e-01,7.963067536643080313e-01,3.053180213589619038e-02
5.777981578011381902e-01,8.381736722376574855e-01,3.181057731170469638e-02
7.021306758161000028e-01,8.745481972716345753e-01,3.272312271845390780e-02
8.532174761478656944e-01,9.066479507795502935e-01,3.328317567102400537e-02
1.036815633725144625e+00,9.353262611112617142e-01,3.347966104941640236e-02
1.259921049894873413e+00,9.609339083264262227e-01,3.322517361731144869e-02
1.531035027186919528e+00,9.829916904295195046e-01,3.233899315005085706e-02
1.860488206518050802e+00,1.001227708835876307e+00,3.080793548862916995e-02
2.260834210274509815e+00,1.017968486564111208e+00,2.882636225492771556e-02
2.747327990814637744e+00,1.033774625039674655e+00,2.661709217123190557e-02
3.338507111583890463e+00,1.048843156331986437e+00,2.441562786853566577e-02
4.056898110222107334e+00,1.063543010522653764e+00,2.202309298342851676e-02
4.929874859219732564e+00,1.077937515625946530e+00,1.977898275838148312e-02
5.990701631458082765e+00,1.092948685012432142e+00,1.852223719188444973e-02
7.279800616041338657e+00,1.110971428969174113e+00,1.763995736731435379e-02
8.846292182376176427e+00,1.130044870468493556e+00,1.652183503886305027e-02
1.074986658336873369e+01,1.151273557933883751e+00,1.482726102752320550e-02
1.306305841790402233e+01,1.170526602065210753e+00,1.350622771787420018e-02
1.587401051968200072e+01,1.189388583526722165e+00,1.188712144490696940e-02
1.928983258879170748e+01,1.206272633002828387e+00,1.030216091378875244e-02
2.344068254473251400e+01,1.221854543395825221e+00,8.547321860931879692e-03
2.848472611847307334e+01,1.234826755368231277e+00,7.089641350868958712e-03
3.461416366592753491e+01,1.245628312426895201e+00,5.864540516210529734e-03
4.206255385108273970e+01,1.254462415640166251e+00,4.815375551343287208e-03
5.111371326347565969e+01,1.261798809828763135e+00,3.990205406648265549e-03
6.211253108478470608e+01,1.267676998922228293e+00,3.267435006999503799e-03
7.547811089113595528e+01,1.272484059778300924e+00,2.725355571724554903e-03
9.171974035188149799e+01,1.276347778123499754e+00,2.245740090884802698e-03
1.114562973409620952e+02,1.279291690045035068e+00,1.871549690970559111e-03
1.354398319194774558e+02,1.281470625340513703e+00,1.559499576255487770e-03
1.645842227672370655e+02,1.283337151051506808e+00,1.308174914228874518e-03
2.000000000000000284e+02,1.284834794187709628e+00,1.108328538205325363e-03
