# time,average_effective_velocity,95CLI
1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.215183306378338629e-01,8.619186692614237699e-02,1.040995507453575109e-02
1.476670468100590716e-01,1.593359488955225223e-01,1.903961292815635475e-02
1.794425301857724697e-01,2.222755508796099289e-01,2.620851984678502361e-02
2.180555671360417669e-01,2.776218644135964864e-01,3.217303162832293312e-02
2.649774850465789755e-01,3.277530522146887004e-01,3.713581345523873922e-02
3.219962163947186484e-01,3.749848582616378545e-01,4.125570202652373980e-02
3.912844268798491010e-01,4.216211834090378141e-01,4.464480218712801179e-02
4.754823035902082662e-01,4.700124363932856597e-01,4.736730409796147817e-02
5.777981578011381902e-01,5.223085456223308665e-01,4.942746454304027676e-02
7.021306758161000028e-01,5.802150590807144681e-01,5.071693348126989076e-02
8.532174761478656944e-01,6.445233997512770374e-01,5.104547280150215083e-02
1.036815633725144625e+00,7.162825553765970188e-01,5.017131658001706268e-02
1.259921049894873413e+00,7.967400519429368444e-01,4.786745028732217189e-02
1.531035027186919528e+00,8.808089340155326186e-01,4.412370050566052221e-02
1.860488206518050802e+00,9.626451140588561106e-01,3.942228072335800942e-02
2.260834210274509815e+00,1.036711088362284094e+00,3.451208319579665562e-02
2.747327990814637744e+00,1.101201877573634746e+00,3.028073888013140674e-02
3.338507111583890463e+00,1.160550601786430214e+00,2.671631962417109901e-02
4.056898110222107334e+00,1.216439631239547570e+00,2.326570030556955951e-02
4.929874859219732564e+00,1.260836347741481900e+00,1.992747685040744537e-02
5.990701631458082765e+00,1.294857968591121677e+00,1.800059607986325902e-02
7.279800616041338657e+00,1.327979266429292871e+00,1.636347632434826532e-02
8.846292182376176427e+00,1.353122257947439566e+00,1.532734627894675669e-02
1.074986658336873369e+01,1.375800872545405173e+00,1.456163275162333445e-02
1.306305841790402233e+01,1.394698081379285748e+00,1.418493405549267096e-02
1.587401051968200072e+01,1.409409784739966032e+00,1.401307215399986809e-02
1.928983258879170748e+01,1.420397849040573979e+00,1.407013507204296805e-02
2.344068254473251400e+01,1.428382929496000431e+00,1.418166903483210339e-02
2.848472611847307334e+01,1.434129201161268519e+00,1.451434890761946900e-02
3.461416366592753491e+01,1.436097005177810804e+00,1.469738004316424422e-02
4.206255385108273970e+01,1.432698538594691762e+00,1.498403136517734331e-02
5.111371326347565969e+01,1.419156934797387359e+00,1.525210924276253731e-02
6.211253108478470608e+01,1.396315248507018270e+00,1.514635706494793510e-02
7.547811089113595528e+01,1.357384655425406761e+00,1.453348788318407740e-02
9.171974035188149799e+01,1.306174661115401925e+00,1.383102700275391783e-02
1.114562973409620952e+02,1.253475191103301078e+00,1.302594753815707919e-02
1.354398319194774558e+02,1.198803892313713870e+00,1.190225391930006121e-02
1.645842227672370655e+02,1.141999350452813200e+00,1.086942124701088634e-02
2.000000000000000284e+02,1.086770592705132765e+00,9.841340692325497783e-03
