# time,average_effective_velocity,95CLI
1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.215183306378338629e-01,1.504399966437681424e-01,7.236278717121031462e-03
1.476670468100590716e-01,2.756475254345787107e-01,1.319349803634360663e-02
1.794425301857724697e-01,3.803716441875888421e-01,1.809517967315133272e-02
2.180555671360417669e-01,4.686393344081202783e-01,2.212743061000347483e-02
2.649774850465789755e-01,5.438947859923152217e-01,2.544150758048077665e-02
3.219962163947186484e-01,6.090994581702937616e-01,2.815983415653449187e-02
3.912844268798491010e-01,6.668396119703773328e-01,3.037895827830063705e-02
4.754823035902082662e-01,7.194097929508903588e-01,3.217235264038152687e-02
5.777981578011381902e-01,7.688599071610735525e-01,3.359174898309815610e-02
7.021306758161000028e-01,8.169516326734381773e-01,3.466137670805879978e-02
8.532174761478656944e-01,8.650359775854083999e-01,3.536546275304184445e-02
1.036815633725144625e+00,9.138788410084088820e-01,3.562671907379360431e-02
1.259921049894873413e+00,9.635799550138528513e-01,3.533087924403965907e-02
1.531035027186919528e+00,1.014011181749970625e+00,3.444756752117449083e-02
1.860488206518050802e+00,1.064583500614835865e+00,3.304155964126172934e-02
2.260834210274509815e+00,1.112042606721503235e+00,3.120680840106328235e-02
2.747327990814637744e+00,1.154111683550805845e+00,2.912186166446964486e-02
3.338507111583890463e+00,1.193464678877843133e+00,2.697780380174350998e-02
4.056898110222107334e+00,1.232102777152813688e+00,2.491593399440747078e-02
4.929874859219732564e+00,1.266728520255301804e+00,2.285896027609033571e-02
5.990701631458082765e+00,1.293247803417810537e+00,2.093626446948956138e-02
7.279800616041338657e+00,1.317639661380206606e+00,1.946714857628456877e-02
8.846292182376176427e+00,1.336578376142091518e+00,1.860322389965048812e-02
1.074986658336873369e+01,1.354149340853093797e+00,1.820856978331435172e-02
1.306305841790402233e+01,1.367626052903537559e+00,1.803315232473558585e-02
1.587401051968200072e+01,1.380674088516452791e+00,1.793361740401080637e-02
1.928983258879170748e+01,1.391972985731208645e+00,1.796983372168251339e-02
2.344068254473251400e+01,1.400966389288217817e+00,1.816954404192499054e-02
2.848472611847307334e+01,1.410879212901920754e+00,1.835135933847556119e-02
3.461416366592753491e+01,1.419500085836312930e+00,1.867935382454906715e-02
4.206255385108273970e+01,1.426143258075969200e+00,1.892496981819204172e-02
5.111371326347565969e+01,1.429441326810152457e+00,1.900991777478066788e-02
6.211253108478470608e+01,1.421728967647579944e+00,1.866816085224703992e-02
7.547811089113595528e+01,1.402975371254520542e+00,1.773486554248082311e-02
9.171974035188149799e+01,1.370447724846345583e+00,1.616545624148468460e-02
1.114562973409620952e+02,1.331163088461025268e+00,1.426947751610742506e-02
1.354398319194774558e+02,1.287795418079781040e+00,1.233430479964292559e-02
1.645842227672370655e+02,1.245636982549207739e+00,1.056021467780709523e-02
2.000000000000000284e+02,1.203474195035556304e+00,8.883981083974626727e-03
