# time,average_effective_velocity,95CLI
1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.215183306378338629e-01,7.775744910582703395e-02,7.473827315630448588e-03
1.476670468100590716e-01,1.423939377910002080e-01,1.366673723387417695e-02
1.794425301857724697e-01,1.963733933481255634e-01,1.881475933721625873e-02
2.180555671360417669e-01,2.417481004645032350e-01,2.311294495494106704e-02
2.649774850465789755e-01,2.802391441193756716e-01,2.672297064644800491e-02
3.219962163947186484e-01,3.133003080967257659e-01,2.977930710951720919e-02
3.912844268798491010e-01,3.421703106467899325e-01,3.239387320859484637e-02
4.754823035902082662e-01,3.679146053952369599e-01,3.465960346169080775e-02
5.777981578011381902e-01,3.914570383660374575e-01,3.665288336832525640e-02
7.021306758161000028e-01,4.135974505347937979e-01,3.843515845099985256e-02
8.532174761478656944e-01,4.350139399813335306e-01,4.005283462372168091e-02
1.036815633725144625e+00,4.562413649504770685e-01,4.153500052809494525e-02
1.259921049894873413e+00,4.776165683086918690e-01,4.288756089637434793e-02
1.531035027186919528e+00,4.991055699770572396e-01,4.408052443455955788e-02
1.860488206518050802e+00,5.201283610102717114e-01,4.503186354000203451e-02
2.260834210274509815e+00,5.396134032861721330e-01,4.563315186116732869e-02
2.747327990814637744e+00,5.559756798435447900e-01,4.571795814133423896e-02
3.338507111583890463e+00,5.669253068271096208e-01,4.506549026944647179e-02
4.056898110222107334e+00,5.697730547035194659e-01,4.344384100946370453e-02
4.929874859219732564e+00,5.625891627325458888e-01,4.070037579715696241e-02
5.990701631458082765e+00,5.440186651204319546e-01,3.679619393352519946e-02
7.279800616041338657e+00,5.196427335122173474e-01,3.197066551488275676e-02
8.846292182376176427e+00,5.097269746633078524e-01,2.733961429725607906e-02
1.074986658336873369e+01,5.323025225404336425e-01,2.468249614142739579e-02
1.306305841790402233e+01,5.655246014486280393e-01,2.258413534852221974e-02
1.587401051968200072e+01,5.776712753557829982e-01,1.874573248301900086e-02
1.928983258879170748e+01,5.982932969292347192e-01,1.571330229999092984e-02
2.344068254473251400e+01,6.224142633671920777e-01,1.420493653283595031e-02
2.848472611847307334e+01,6.366245733273582230e-01,1.160053678491556814e-02
3.461416366592753491e+01,6.482776646111308994e-01,9.369510832035929035e-03
4.206255385108273970e+01,6.640070174738690323e-01,7.907716339949143886e-03
5.111371326347565969e+01,6.741457378207853512e-01,6.452139296326772112e-03
6.211253108478470608e+01,6.834250821932246200e-01,5.216658110054465426e-03
7.547811089113595528e+01,6.930616691771099847e-01,4.511487255611077232e-03
9.171974035188149799e+01,6.996071635541810663e-01,3.735174986975592359e-03
1.114562973409620952e+02,7.024319858546502759e-01,2.978744467214456543e-03
1.354398319194774558e+02,7.080270564666837352e-01,2.527724680198684126e-03
1.645842227672370655e+02,7.096305872538147819e-01,1.972513552038757979e-03
2.000000000000000284e+02,7.125661296089564889e-01,1.613389808032986671e-03
