# time,average_effective_velocity,95CLI
1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.215183306378338629e-01,6.315036855535196940e-03,7.539682464095454582e-03
1.476670468100590716e-01,1.172330409984167175e-02,1.374613058290581613e-02
1.794425301857724697e-01,1.642500945202856472e-02,1.885439034211146975e-02
2.180555671360417669e-01,2.060393488824877398e-02,2.305749354058757652e-02
2.649774850465789755e-01,2.443197945276768396e-02,2.651246553762408656e-02
3.219962163947186484e-01,2.807143237875573544e-02,2.934651788779822287e-02
3.912844268798491010e-01,3.168404012787220947e-02,3.166114240956643955e-02
4.754823035902082662e-01,3.543955889504975254e-02,3.353524596375494216e-02
5.777981578011381902e-01,3.952408933556918885e-02,3.502749996720293940e-02
7.021306758161000028e-01,4.414987753311752638e-02,3.617760725650413095e-02
8.532174761478656944e-01,4.957119350884365422e-02,3.700659449023336461e-02
1.036815633725144625e+00,5.608230756953463958e-02,3.751432744463853441e-02
1.259921049894873413e+00,6.401746424864453167e-02,3.768070953679952817e-02
1.531035027186919528e+00,7.378447977598689977e-02,3.744929435022703590e-02
1.860488206518050802e+00,8.601019551199889923e-02,3.675399531414749732e-02
2.260834210274509815e+00,1.013913832324306458e-01,3.553872765564804886e-02
2.747327990814637744e+00,1.199417946833141457e-01,3.373323206048913642e-02
3.338507111583890463e+00,1.397434927248538961e-01,3.131002741923120253e-02
4.056898110222107334e+00,1.570570398540494239e-01,2.838316304066134874e-02
4.929874859219732564e+00,1.674892633742324777e-01,2.510153450617279292e-02
5.990701631458082765e+00,1.671526137581685056e-01,2.178441805698083308e-02
7.279800616041338657e+00,1.536263242019628994e-01,1.894318040839253897e-02
8.846292182376176427e+00,1.372999978561993406e-01,1.739616259816115923e-02
1.074986658336873369e+01,1.328900283933746873e-01,1.735650570090833608e-02
1.306305841790402233e+01,1.491851058082503678e-01,1.733570326710837453e-02
1.587401051968200072e+01,1.653420165639916672e-01,1.690609393731170793e-02
1.928983258879170748e+01,1.730661694692282038e-01,1.658306164389187001e-02
2.344068254473251400e+01,1.824249328209682497e-01,1.668050893952810476e-02
2.848472611847307334e+01,2.024660792263029419e-01,1.619215024831428817e-02
3.461416366592753491e+01,2.199523064925183735e-01,1.580972391235419341e-02
4.206255385108273970e+01,2.416624833380259518e-01,1.508139341009106897e-02
5.111371326347565969e+01,2.626481799868361500e-01,1.378141299673492186e-02
6.211253108478470608e+01,2.817873096968682156e-01,1.218036072463103865e-02
7.547811089113595528e+01,2.955062544875695085e-01,1.029050566362941024e-02
9.171974035188149799e+01,3.031737633358976836e-01,8.497128254795371927e-03
1.114562973409620952e+02,3.048606900236358053e-01,6.945325974396177916e-03
1.354398319194774558e+02,2.958607880162947845e-01,5.733781864821698056e-03
1.645842227672370655e+02,2.822781403705349468e-01,5.008557635895065190e-03
2.000000000000000284e+02,2.677014996078356246e-01,4.472803649255626714e-03
