# time,average_effective_velocity,95CLI
1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.079840827186790142e-01,1.853752227942981681e-02,3.197199535146146108e-03
1.166056212059451008e-01,3.585773483291833374e-02,6.159155163345917013e-03
1.259155104576572815e-01,5.206327153192691348e-02,8.903276446231801408e-03
1.359687089682435623e-01,6.724613677135757306e-02,1.144540791124415251e-02
1.468245631637880300e-01,8.149204702610947371e-02,1.379991625440713660e-02
1.585471577381239727e-01,9.488538710107702334e-02,1.597983895099460913e-02
1.712056939600502536e-01,1.075072586571414746e-01,1.799770835081943021e-02
1.848748981849091255e-01,1.194356215854453229e-01,1.986526996638091069e-02
1.996354629820658311e-01,1.307452850591814264e-01,2.159340876610290130e-02
2.155745234823718270e-01,1.415081692932176893e-01,2.319219454602538047e-02
2.327861717576024392e-01,1.517926532153270058e-01,2.467096043808526470e-02
2.513720122683756331e-01,1.616642038717196195e-01,2.603834386087727770e-02
2.714417616594906879e-01,1.711863379780391992e-01,2.730229680610165785e-02
2.931138964434239491e-01,1.804210664546636034e-01,2.847012456738780978e-02
3.165163523954100389e-01,1.894292203796885399e-01,2.954852005638894732e-02
3.417872797888051317e-01,1.982707034121894141e-01,3.054359136352323770e-02
3.690758589290661917e-01,2.070052692438282826e-01,3.146090031195122871e-02
3.985431808006378307e-01,2.156924217164483681e-01,3.230545514444012334e-02
4.303631980254152278e-01,2.243912746652540480e-01,3.308167651615450539e-02
4.647237517465167000e-01,2.331619693737283783e-01,3.379356069104622745e-02
5.018276804993071494e-01,2.420650428260775200e-01,3.444456080504897794e-02
5.418940176155999655e-01,2.511611965898229437e-01,3.503751757037481401e-02
5.851592842296025054e-01,2.605110291969607306e-01,3.557456697242077776e-02
6.318788855185237807e-01,2.701740197234169805e-01,3.605702259581571034e-02
6.823286184201897697e-01,2.802021109101258123e-01,3.648532208669824639e-02
7.368062997280774296e-01,2.906331212346355830e-01,3.685888795870712747e-02
7.956335241748050402e-01,3.014979266304188554e-01,3.717621491651423860e-02
8.591575628824624777e-01,3.128307475896461298e-01,3.743346615951988893e-02
9.277534133867848531e-01,3.246621053945536461e-01,3.762472056342141408e-02
1.001826013336953869e+00,3.369984780331476970e-01,3.774149337343477018e-02
1.081812630939020581e+00,3.498158794419441442e-01,3.777466623274610552e-02
1.168185446254309534e+00,3.630738493468421146e-01,3.771364975768293215e-02
1.261454338590822788e+00,3.767353332641630304e-01,3.754738526172370083e-02
1.362169896442279482e+00,3.908349156669264080e-01,3.726977026352801953e-02
1.470926667743174932e+00,4.053433592462384882e-01,3.687573090053038877e-02
1.588366669626899208e+00,4.200806666652557309e-01,3.636029045564123652e-02
1.715183178405837339e+00,4.348407760249589638e-01,3.572862042238822422e-02
1.852124822146627547e+00,4.494226197059689731e-01,3.498536763341070915e-02
2.000000000000000000e+00,4.634674983403168080e-01,3.413061375234482248e-02
