# time,average_effective_velocity,95CLI
1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.125335582600765078e-01,2.378001637321972353e-02,5.013275997986106278e-03
1.266380173467403225e-01,4.532576989922173366e-02,9.475993410349808216e-03
1.425102670302998142e-01,6.491996192585693104e-02,1.344968562860735656e-02
1.603718743751330056e-01,8.280879768234236660e-02,1.698830025669251231e-02
1.804721766827170337e-01,9.925107178025807664e-02,2.014002041649284522e-02
2.030917620904735821e-01,1.144997137152506672e-01,2.294814159750851318e-02
2.285463864134990586e-01,1.287933556836199089e-01,2.545141258503869422e-02
2.571913809059345191e-01,1.423627723249075439e-01,2.768406587488026274e-02
2.894266124716750044e-01,1.554340836142374949e-01,2.967613690493365111e-02
3.257020655659783048e-01,1.682322801823665781e-01,3.145372960043199551e-02
3.665241237079627790e-01,1.809844251636623380e-01,3.303916359543822290e-02
4.124626382901352417e-01,1.939215574627144723e-01,3.445094736617169973e-02
4.641588833612778631e-01,2.072795770740260002e-01,3.570361525023819926e-02
5.223345074266841914e-01,2.212991304688292360e-01,3.680708743673834910e-02
5.878016072274911963e-01,2.362662796693064116e-01,3.777044287663230276e-02
6.614740641230149043e-01,2.524472340062927644e-01,3.859844913181604414e-02
7.443803013251688583e-01,2.700268237085317602e-01,3.928726707929312140e-02
8.376776400682918178e-01,2.891374873089597730e-01,3.982535116057882990e-02
9.426684551178852178e-01,3.098639324038415799e-01,4.018809786182692828e-02
1.060818355139448332e+00,3.322008309252209024e-01,4.033721126992546868e-02
1.193776641714436426e+00,3.559283512839416241e-01,4.022464151216612049e-02
1.343399332598900209e+00,3.809343249303732137e-01,3.982277560028676944e-02
1.511775070615662298e+00,4.072336652589810257e-01,3.910869859901903306e-02
1.701254279852589146e+00,4.343610566066644085e-01,3.806013188341550446e-02
1.914481976169957633e+00,4.613559671274286011e-01,3.668261162818718668e-02
2.154434690031883370e+00,4.867620032174691524e-01,3.499579876447175830e-02
2.424462017082328114e+00,5.083730578335717842e-01,3.303631996755814620e-02
2.728333376486768103e+00,5.238805431450159755e-01,3.086464709018595445e-02
3.070290629757849832e+00,5.322325150581751485e-01,2.853285069392539480e-02
3.455107294592218103e+00,5.323378724000215056e-01,2.603119445667035139e-02
3.888155180308087377e+00,5.245446233104144040e-01,2.338839219224407573e-02
4.375479375074184496e+00,5.117145692821636338e-01,2.072648740655663735e-02
4.923882631706739232e+00,4.991621918853136886e-01,1.840144982313163952e-02
5.541020330009492234e+00,4.956745159706400505e-01,1.701966976833442502e-02
6.235507341273912374e+00,5.100504904159554043e-01,1.654245237436404933e-02
7.017038286703826344e+00,5.393910732976138211e-01,1.601993798543685163e-02
7.896522868499724623e+00,5.659772577498487500e-01,1.462620879820975169e-02
8.886238162743403279e+00,5.703420032322865652e-01,1.246866113672050191e-02
1.000000000000000000e+01,5.564344298348254947e-01,1.035402161538674301e-02
