# time,average_effective_velocity,95CLI
1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.079840827186790142e-01,7.734643577943972441e-03,3.742527035471673608e-03
1.166056212059451008e-01,1.502639604282242011e-02,7.212230677302522257e-03
1.259155104576572815e-01,2.192143793613965733e-02,1.042946500955733644e-02
1.359687089682435623e-01,2.845442978545844812e-02,1.341311994657790399e-02
1.468245631637880300e-01,3.465545766359396512e-02,1.618142425916809651e-02
1.585471577381239727e-01,4.057195143214094302e-02,1.875043241606118294e-02
1.712056939600502536e-01,4.625348534444011228e-02,2.113513621900691211e-02
1.848748981849091255e-01,5.174004108681477115e-02,2.334913335217684779e-02
1.996354629820658311e-01,5.706719827502219206e-02,2.540462379836595092e-02
2.155745234823718270e-01,6.226115120550249765e-02,2.731229167201035257e-02
2.327861717576024392e-01,6.736046877045938353e-02,2.908293521639458701e-02
2.513720122683756331e-01,7.241747332347503452e-02,3.072751309948721851e-02
2.714417616594906879e-01,7.746670154637261274e-02,3.225443313704864923e-02
2.931138964434239491e-01,8.255201656371691232e-02,3.367279724693821724e-02
3.165163523954100389e-01,8.767360736979185054e-02,3.498641236087250000e-02
3.417872797888051317e-01,9.285208614788482973e-02,3.620037595893820653e-02
3.690758589290661917e-01,9.814991246165583050e-02,3.732238437973998957e-02
3.985431808006378307e-01,1.036424913454084135e-01,3.835983509991149065e-02
4.303631980254152278e-01,1.093978108428883961e-01,3.931830094574741835e-02
4.647237517465167000e-01,1.154347187493830335e-01,4.019682029610681384e-02
5.018276804993071494e-01,1.217972803278749433e-01,4.099612170905175129e-02
5.418940176155999655e-01,1.285495184052334594e-01,4.172118258131402718e-02
5.851592842296025054e-01,1.357289707426478920e-01,4.237558792545868119e-02
6.318788855185237807e-01,1.433673719775404864e-01,4.295796386084031054e-02
6.823286184201897697e-01,1.515357322443320331e-01,4.347507704156539782e-02
7.368062997280774296e-01,1.603268979754473855e-01,4.392729117197953503e-02
7.956335241748050402e-01,1.698362754970922095e-01,4.431444306465574107e-02
8.591575628824624777e-01,1.799162108067449695e-01,4.462006471700465104e-02
9.277534133867848531e-01,1.905703698273862878e-01,4.484451157217309719e-02
1.001826013336953869e+00,2.017370559994330348e-01,4.496373881321606009e-02
1.081812630939020581e+00,2.136103966143679256e-01,4.497797644005121359e-02
1.168185446254309534e+00,2.264961697516103267e-01,4.489859556904337440e-02
1.261454338590822788e+00,2.402696030945122019e-01,4.469891441870164905e-02
1.362169896442279482e+00,2.549850063797712840e-01,4.437228074136662093e-02
1.470926667743174932e+00,2.707772589475979652e-01,4.391942480070054611e-02
1.588366669626899208e+00,2.877352649584214439e-01,4.333315650377778799e-02
1.715183178405837339e+00,3.058000267573053321e-01,4.262213717462198098e-02
1.852124822146627547e+00,3.243173150911322078e-01,4.174212277225172046e-02
2.000000000000000000e+00,3.429303720310873937e-01,4.069897989470449423e-02
