# time,average_effective_velocity,95CLI
1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.215183306378338629e-01,8.343614949384356438e-02,1.059299313364937822e-02
1.476670468100590716e-01,1.541631381117718746e-01,1.935808550812802287e-02
1.794425301857724697e-01,2.150690816032986563e-01,2.663237037035604340e-02
2.180555671360417669e-01,2.688186443648244994e-01,3.267894758033033920e-02
2.649774850465789755e-01,3.176909704887000974e-01,3.768066385858562239e-02
3.219962163947186484e-01,3.635280777321872603e-01,4.174180656614878693e-02
3.912844268798491010e-01,4.087682444650657110e-01,4.498041727547869711e-02
4.754823035902082662e-01,4.559000745081552286e-01,4.747110447355856050e-02
5.777981578011381902e-01,5.064620954295101507e-01,4.919320331584636774e-02
7.021306758161000028e-01,5.607717194634076474e-01,5.000448841858805282e-02
8.532174761478656944e-01,6.203971140583198762e-01,4.982195214037114100e-02
1.036815633725144625e+00,6.871779469134421392e-01,4.857168112672498317e-02
1.259921049894873413e+00,7.567919852902491584e-01,4.612759867160149546e-02
1.531035027186919528e+00,8.210732025087571495e-01,4.245487604598544018e-02
1.860488206518050802e+00,8.687451601592668382e-01,3.773898714436770691e-02
2.260834210274509815e+00,8.884427351555860275e-01,3.182222285976472193e-02
2.747327990814637744e+00,8.741402606289752075e-01,2.486467414623265773e-02
3.338507111583890463e+00,8.394200527119609623e-01,1.908431233665870350e-02
4.056898110222107334e+00,8.441022183204033302e-01,1.715821691143153485e-02
4.929874859219732564e+00,8.999338842510401504e-01,1.595939127379072953e-02
5.990701631458082765e+00,9.137666646773375811e-01,1.193677802789295736e-02
7.279800616041338657e+00,8.894872459642669815e-01,9.440280474085186585e-03
8.846292182376176427e+00,9.291099874080352983e-01,8.682872417080678487e-03
1.074986658336873369e+01,9.131294202687748607e-01,6.780655394067478317e-03
1.306305841790402233e+01,9.256447173569793962e-01,5.206185374265642242e-03
1.587401051968200072e+01,9.373160292724665998e-01,4.718607117340017573e-03
1.928983258879170748e+01,9.397243146008742443e-01,3.905213527617505068e-03
2.344068254473251400e+01,9.393554285346574773e-01,3.448499892165291132e-03
2.848472611847307334e+01,9.479348182846399906e-01,3.241502050645994615e-03
3.461416366592753491e+01,9.512696393464846745e-01,2.955461004755995449e-03
4.206255385108273970e+01,9.525752722909465176e-01,2.478479308961503962e-03
5.111371326347565969e+01,9.548386256294939534e-01,2.240454019890761143e-03
6.211253108478470608e+01,9.569328011176765347e-01,2.043048445741249899e-03
7.547811089113595528e+01,9.586512745256949852e-01,1.912107446789539089e-03
9.171974035188149799e+01,9.592663937027856580e-01,1.751609279104117314e-03
1.114562973409620952e+02,9.590189462193452474e-01,1.690737298025892692e-03
1.354398319194774558e+02,9.583099740596306981e-01,1.620869435485201978e-03
1.645842227672370655e+02,9.575043576075450424e-01,1.527688262403665122e-03
2.000000000000000284e+02,9.564124691642771348e-01,1.507902313564810168e-03
