# time,average_effective_velocity,95CLI
1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.193776641714436315e-01,5.557584225188586663e-02,6.725956483436434930e-03
1.425102670302998142e-01,1.027356837813207108e-01,1.236768077345001479e-02
1.701254279852589257e-01,1.429655120855456707e-01,1.710262314218581603e-02
2.030917620904735821e-01,1.775342245679965292e-01,2.107639985897329440e-02
2.424462017082328336e-01,2.075428367180178757e-01,2.441053732435902526e-02
2.894266124716751154e-01,2.339531558605315309e-01,2.720627103268634037e-02
3.455107294592220102e-01,2.576170404827480276e-01,2.954677079240047508e-02
4.124626382901352417e-01,2.793028598641710825e-01,3.149938247590369778e-02
4.923882631706739121e-01,2.997178923615256285e-01,3.311739898764151646e-02
5.878016072274913073e-01,3.195247492336498740e-01,3.444132524963321174e-02
7.017038286703829453e-01,3.393494089544910608e-01,3.549929708318844135e-02
8.376776400682920398e-01,3.597697707863165006e-01,3.630518339598168276e-02
1.000000000000000000e+00,3.812847980416348981e-01,3.685177242148150734e-02
1.193776641714436870e+00,4.042418210850318161e-01,3.709183426186633825e-02
1.425102670302998531e+00,4.284728072964140710e-01,3.690814334321612655e-02
1.701254279852589146e+00,4.535370417616200189e-01,3.619935718207246272e-02
2.030917620904735710e+00,4.788742877567240819e-01,3.497156692267087280e-02
2.424462017082328114e+00,5.027026593918493269e-01,3.313604053170702418e-02
2.894266124716751598e+00,5.220597930501126305e-01,3.060987997237474278e-02
3.455107294592219880e+00,5.342541488643047787e-01,2.738883575823642877e-02
4.124626382901352528e+00,5.423375567574715284e-01,2.393963854442830372e-02
4.923882631706741897e+00,5.536855443468868820e-01,2.110463172805805351e-02
5.878016072274914627e+00,5.767491960536416107e-01,1.906708343441749706e-02
7.017038286703829897e+00,6.044513739549254305e-01,1.678637662654977949e-02
8.376776400682919288e+00,6.165527535318673369e-01,1.362254146709944436e-02
1.000000000000000000e+01,6.272626876502019888e-01,1.162684812444193284e-02
1.193776641714437048e+01,6.476227223784735143e-01,1.031649606397624583e-02
1.425102670302999286e+01,6.543887133089864028e-01,8.449260964184331438e-03
1.701254279852589235e+01,6.683480959710271785e-01,7.124295987898556469e-03
2.030917620904736864e+01,6.789168855807364844e-01,6.214727253691977767e-03
2.424462017082328202e+01,6.857049291191940066e-01,5.220009147204384380e-03
2.894266124716751776e+01,6.922261848540506302e-01,4.369277611956883141e-03
3.455107294592221479e+01,6.962941949796686014e-01,3.483636123042459492e-03
4.124626382901352173e+01,7.010015160845103344e-01,3.071224220620167103e-03
4.923882631706741364e+01,7.040628257771106568e-01,2.511940037588751822e-03
5.878016072274911608e+01,7.077484352197839224e-01,2.182832841323838289e-03
7.017038286703829897e+01,7.097026331948017575e-01,1.722459563811607397e-03
8.376776400682923907e+01,7.121030936945341727e-01,1.487549892233521777e-03
1.000000000000000000e+02,7.137584478106753227e-01,1.233334736097879908e-03
