# time,average_effective_velocity,95CLI
1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.060818355139448582e-01,2.434725325283624772e-02,2.300949403592272933e-03
1.125335582600765078e-01,4.734508752537098381e-02,4.470235913118403293e-03
1.193776641714436315e-01,6.907381315844066116e-02,6.515408238876891668e-03
1.266380173467403225e-01,8.960938947927540865e-02,8.443586594588841157e-03
1.343399332598900209e-01,1.090235183634011146e-01,1.026149831100384852e-02
1.425102670302998142e-01,1.273834145380146887e-01,1.197543244002793536e-02
1.511775070615662409e-01,1.447531942862366472e-01,1.359137311656111874e-02
1.603718743751330056e-01,1.611941715862988400e-01,1.511502157314077548e-02
1.701254279852588702e-01,1.767636256767621816e-01,1.655162572420396799e-02
1.804721766827170337e-01,1.915158569013605538e-01,1.790609960822804256e-02
1.914481976169958022e-01,2.055025084457521578e-01,1.918306786789756441e-02
2.030917620904735821e-01,2.187725955942645406e-01,2.038687585651643985e-02
2.154434690031883370e-01,2.313726488902172196e-01,2.152160353960661660e-02
2.285463864134990586e-01,2.433468875121181374e-01,2.259107817979935998e-02
2.424462017082328336e-01,2.547373702728616962e-01,2.359888696200075631e-02
2.571913809059345191e-01,2.655841453167067101e-01,2.454838845400965017e-02
2.728333376486767881e-01,2.759253912378605289e-01,2.544272337948230364e-02
2.894266124716750044e-01,2.857975506614197636e-01,2.628482468655386761e-02
3.070290629757849721e-01,2.952354569114645777e-01,2.707742696320800460e-02
3.257020655659783048e-01,3.042724545894071042e-01,2.782307520663973577e-02
3.455107294592218992e-01,3.129405139097705679e-01,2.852413301852725971e-02
3.665241237079627790e-01,3.212703390575718521e-01,2.918279025433526824e-02
3.888155180308088266e-01,3.292914705841363254e-01,2.980107015393336847e-02
4.124626382901352417e-01,3.370323817620710094e-01,3.038083596028441982e-02
4.375479375074184385e-01,3.445205647696351070e-01,3.092379656128424470e-02
4.641588833612778631e-01,3.517826125044060670e-01,3.143151204416229361e-02
4.923882631706739121e-01,3.588443180666162635e-01,3.190540086573494249e-02
5.223345074266841914e-01,3.657307255679481117e-01,3.234674152764641097e-02
5.541020330009491790e-01,3.724661971272535399e-01,3.275667468602092014e-02
5.878016072274911963e-01,3.790744523859073678e-01,3.313620366030230885e-02
6.235507341273913706e-01,3.855786064636511634e-01,3.348619226116496261e-02
6.614740641230149043e-01,3.920011772518959270e-01,3.380735721573941560e-02
7.017038286703828343e-01,3.983640720865646578e-01,3.410025789964420129e-02
7.443803013251688583e-01,4.046885651765887437e-01,3.436527881129478740e-02
7.896522868499724623e-01,4.109952220491358554e-01,3.460259688143425133e-02
8.376776400682918178e-01,4.173038175933538318e-01,3.481213737769586758e-02
8.886238162743402835e-01,4.236332254817100629e-01,3.499352326595739360e-02
9.426684551178852178e-01,4.300005945763613613e-01,3.514597156445550125e-02
1.000000000000000000e+00,4.364211559063069790e-01,3.526819735338421191e-02
