# time,average_effective_velocity,95CLI
1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.193776641714436315e-01,1.052738212794149426e-02,3.637626423381161867e-03
1.425102670302998142e-01,1.932768717933763467e-02,6.688807349467423488e-03
1.701254279852589257e-01,2.667876970844343387e-02,9.249595480728010563e-03
2.030917620904735821e-01,3.281329947587462853e-02,1.140065502586463074e-02
2.424462017082328336e-01,3.792643235359503123e-02,1.320981871767799333e-02
2.894266124716751154e-01,4.218216652131143857e-02,1.473423666401346872e-02
3.455107294592220102e-01,4.571874228851609268e-02,1.602220302258725027e-02
4.124626382901352417e-01,4.865374081777596588e-02,1.711473121498109304e-02
4.923882631706739121e-01,5.108864054059681498e-02,1.804690810013113642e-02
5.878016072274913073e-01,5.311325405822081569e-02,1.884909917559996623e-02
7.017038286703829453e-01,5.481037881334380191e-02,1.954805018150916271e-02
8.376776400682920398e-01,5.626108712978274834e-02,2.016794461365000249e-02
1.000000000000000000e+00,5.755120518635905430e-02,2.073148396468720359e-02
1.193776641714436870e+00,5.877978076023842452e-02,2.126107464463543664e-02
1.425102670302998531e+00,6.007068139498444176e-02,2.178023617039426610e-02
1.701254279852589146e+00,6.158892586413892978e-02,2.231538492716420713e-02
2.030917620904735710e+00,6.356400994356196932e-02,2.289820579098046996e-02
2.424462017082328114e+00,6.632321436962639039e-02,2.356887660649109595e-02
2.894266124716751598e+00,7.033815230614355596e-02,2.438037271876234563e-02
3.455107294592219880e+00,7.628585803288434608e-02,2.540363499343754883e-02
4.124626382901352528e+00,8.511505389144771727e-02,2.673146235568600593e-02
4.923882631706741897e+00,9.807031517536142495e-02,2.847261879975889962e-02
5.878016072274914627e+00,1.165214884536308892e-01,3.071147206265986349e-02
7.017038286703829897e+00,1.412689636498045687e-01,3.338846904768375673e-02
8.376776400682919288e+00,1.711206720790055535e-01,3.610652252631880998e-02
1.000000000000000000e+01,2.018783790719543003e-01,3.809135203800933372e-02
1.193776641714437048e+01,2.281214985050112054e-01,3.859154179603532103e-02
1.425102670302999286e+01,2.464050100472676696e-01,3.741575081330045932e-02
1.701254279852589235e+01,2.550122700743052695e-01,3.488162995208989731e-02
2.030917620904736864e+01,2.568400964401915676e-01,3.164502329081055054e-02
2.424462017082328202e+01,2.657966952025526131e-01,2.906045757532741206e-02
2.894266124716751776e+01,2.927809174995426589e-01,2.748855894440343714e-02
3.455107294592221479e+01,3.346968097979574619e-01,2.543678616694313582e-02
4.124626382901352173e+01,3.836414319851232380e-01,2.412750496878070944e-02
4.923882631706741364e+01,4.328592201899102432e-01,2.215077388394352115e-02
5.878016072274911608e+01,4.824698677569271288e-01,2.022825719677318057e-02
7.017038286703829897e+01,5.315508005674087766e-01,1.819252520685770563e-02
8.376776400682923907e+01,5.770410337066721462e-01,1.609119654872622970e-02
1.000000000000000000e+02,6.185930291212828891e-01,1.418870082249547304e-02
