# time,average_effective_velocity,95CLI
1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.215183306378338629e-01,8.918081324871657278e-02,6.739126371357978887e-03
1.476670468100590716e-01,1.625325356537506150e-01,1.228751551197619640e-02
1.794425301857724697e-01,2.228434377044173076e-01,1.685634747706543299e-02
2.180555671360417669e-01,2.724181078515223731e-01,2.061834574357556890e-02
2.649774850465789755e-01,3.131539459846180429e-01,2.371494731087784441e-02
3.219962163947186484e-01,3.466126779417500470e-01,2.626162778502780237e-02
3.912844268798491010e-01,3.740812836263086583e-01,2.835207352056256028e-02
4.754823035902082662e-01,3.966217185803259104e-01,3.006169216266727645e-02
5.777981578011381902e-01,4.151113476347566555e-01,3.145061642792862378e-02
7.021306758161000028e-01,4.302751904534218852e-01,3.256632384629214172e-02
8.532174761478656944e-01,4.427116845126711775e-01,3.344562973575933296e-02
1.036815633725144625e+00,4.528994413570494038e-01,3.411208284794977480e-02
1.259921049894873413e+00,4.611853678824987535e-01,3.456509984579097389e-02
1.531035027186919528e+00,4.678256342013572544e-01,3.476537835159602269e-02
1.860488206518050802e+00,4.734579675859307279e-01,3.468078153004393316e-02
2.260834210274509815e+00,4.783736898401708681e-01,3.430252101672823933e-02
2.747327990814637744e+00,4.824458812343691005e-01,3.360891333165428457e-02
3.338507111583890463e+00,4.854986700784313935e-01,3.262023802231333452e-02
4.056898110222107334e+00,4.880546121625028988e-01,3.147406287965087701e-02
4.929874859219732564e+00,4.906308009445846663e-01,3.043609357621286302e-02
5.990701631458082765e+00,4.938136647885672526e-01,2.972137766719382124e-02
7.279800616041338657e+00,4.951210381312824982e-01,2.907222874414795710e-02
8.846292182376176427e+00,4.955818056542273253e-01,2.839693762109485320e-02
1.074986658336873369e+01,4.962740220436451799e-01,2.784362756093503380e-02
1.306305841790402233e+01,5.005134874927040789e-01,2.719539707473044715e-02
1.587401051968200072e+01,5.013194342473212828e-01,2.628600089120937400e-02
1.928983258879170748e+01,5.029439090857973360e-01,2.545275580288738904e-02
2.344068254473251400e+01,5.043523114758773351e-01,2.468620334211483677e-02
2.848472611847307334e+01,5.034986028417387516e-01,2.389416143770721132e-02
3.461416366592753491e+01,4.993629438025523060e-01,2.336197737536513039e-02
4.206255385108273970e+01,4.947067069103792125e-01,2.298725339544059609e-02
5.111371326347565969e+01,4.844960782447947922e-01,2.262775812626154764e-02
6.211253108478470608e+01,4.744944248617140037e-01,2.239296648660661637e-02
7.547811089113595528e+01,4.636900724664229645e-01,2.204989424928435054e-02
9.171974035188149799e+01,4.436239268558351823e-01,2.166719955363735281e-02
1.114562973409620952e+02,4.151028714116467011e-01,2.120042786314509792e-02
1.354398319194774558e+02,3.800553400980111740e-01,2.049641423610298885e-02
1.645842227672370655e+02,3.398242706846345551e-01,1.951785399942275803e-02
2.000000000000000284e+02,2.995367762439041237e-01,1.830615522389805391e-02
