# time,average_effective_velocity,95CLI
1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.215183306378338629e-01,1.726997568076479514e-02,7.032772237492472371e-03
1.476670468100590716e-01,3.172439344458093113e-02,1.282563401807714810e-02
1.794425301857724697e-01,4.390376801945395507e-02,1.759940247918440753e-02
2.180555671360417669e-01,5.426976391388046300e-02,2.153423687331527253e-02
2.649774850465789755e-01,6.322811134755791651e-02,2.477728527689742818e-02
3.219962163947186484e-01,7.113387158221173845e-02,2.744882152479171528e-02
3.912844268798491010e-01,7.830505334432497078e-02,2.964608306554279704e-02
4.754823035902082662e-01,8.503530976157366861e-02,3.144664683946891970e-02
5.777981578011381902e-01,9.160252421783963983e-02,3.291092883163145022e-02
7.021306758161000028e-01,9.827212168923953051e-02,3.408383458442942188e-02
8.532174761478656944e-01,1.052921971790745925e-01,3.499513695603912594e-02
1.036815633725144625e+00,1.128652451886314190e-01,3.565699401313836975e-02
1.259921049894873413e+00,1.210828624446434326e-01,3.605390784678971783e-02
1.531035027186919528e+00,1.298112107999324083e-01,3.612067343572142319e-02
1.860488206518050802e+00,1.388858002726992003e-01,3.575741127312678097e-02
2.260834210274509815e+00,1.482961786858963127e-01,3.493245960729655930e-02
2.747327990814637744e+00,1.569495291150095895e-01,3.363955388524999396e-02
3.338507111583890463e+00,1.630369175781401503e-01,3.187677310411272946e-02
4.056898110222107334e+00,1.651728720854057642e-01,2.963749320126407572e-02
4.929874859219732564e+00,1.634095992158528521e-01,2.674619130837073075e-02
5.990701631458082765e+00,1.596313393854449647e-01,2.321924243831667914e-02
7.279800616041338657e+00,1.571466783562421032e-01,1.992003211056671275e-02
8.846292182376176427e+00,1.594389639782628210e-01,1.819076427792710657e-02
1.074986658336873369e+01,1.635555184676394103e-01,1.787304716975661456e-02
1.306305841790402233e+01,1.670625101303517546e-01,1.799422495511558348e-02
1.587401051968200072e+01,1.765201740212350157e-01,1.816529576046280528e-02
1.928983258879170748e+01,1.846366868958285723e-01,1.763114815986140810e-02
2.344068254473251400e+01,1.958292809350835606e-01,1.744181981580249230e-02
2.848472611847307334e+01,2.066426401884314257e-01,1.735340990147267448e-02
3.461416366592753491e+01,2.242535265672303546e-01,1.679579780983494683e-02
4.206255385108273970e+01,2.385354729851949795e-01,1.639026710185163480e-02
5.111371326347565969e+01,2.557655943361265560e-01,1.554687693360487163e-02
6.211253108478470608e+01,2.708578990921663432e-01,1.453395408154635297e-02
7.547811089113595528e+01,2.830088338446842822e-01,1.316547385300673167e-02
9.171974035188149799e+01,2.923559238612413735e-01,1.162976689814888831e-02
1.114562973409620952e+02,2.987133785694410792e-01,1.010151743516787826e-02
1.354398319194774558e+02,3.022269925848725114e-01,8.876133934023212532e-03
1.645842227672370655e+02,2.999964970765391370e-01,7.761640084831046907e-03
2.000000000000000284e+02,2.909730748530783284e-01,7.196390919149840866e-03
