# time,average_effective_velocity,95CLI
1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.193776641714436315e-01,7.767739227402167823e-02,6.385349376316159023e-03
1.425102670302998142e-01,1.429703974878707706e-01,1.172871587517667659e-02
1.701254279852589257e-01,1.979348738079481917e-01,1.619800946937747024e-02
2.030917620904735821e-01,2.443025021507255756e-01,1.993360341872639496e-02
2.424462017082328336e-01,2.835353630926755741e-01,2.305267226929795174e-02
2.894266124716751154e-01,3.168721367084970097e-01,2.565276416326677314e-02
3.455107294592220102e-01,3.453668207295914061e-01,2.781468344224100747e-02
4.124626382901352417e-01,3.699211063277244582e-01,2.960467798658807451e-02
4.923882631706739121e-01,3.913106338680758522e-01,3.107587422395429941e-02
5.878016072274913073e-01,4.102048758914067506e-01,3.226883732937348148e-02
7.017038286703829453e-01,4.271797604191929776e-01,3.321108752441914724e-02
8.376776400682920398e-01,4.427219524668966621e-01,3.391552312490274390e-02
1.000000000000000000e+00,4.572246226178559025e-01,3.437807712448309044e-02
1.193776641714436870e+00,4.709787969355025417e-01,3.457569550962390215e-02
1.425102670302998531e+00,4.841743850850556141e-01,3.446710577853507457e-02
1.701254279852589146e+00,4.969419266081990805e-01,3.400244846896925688e-02
2.030917620904735710e+00,5.094493326808724465e-01,3.315260704964664851e-02
2.424462017082328114e+00,5.219173241736104751e-01,3.195365005947965048e-02
2.894266124716751598e+00,5.344448227305769183e-01,3.051611497856342517e-02
3.455107294592219880e+00,5.474938370929119946e-01,2.901034552771918421e-02
4.124626382901352528e+00,5.631182343815583913e-01,2.769305444165892638e-02
4.923882631706741897e+00,5.832172314989915174e-01,2.668313568310357389e-02
5.878016072274914627e+00,6.035008895387866668e-01,2.546642743458930186e-02
7.017038286703829897e+00,6.206032433320828323e-01,2.356694582347189718e-02
8.376776400682919288e+00,6.386015256637226356e-01,2.184218108690406598e-02
1.000000000000000000e+01,6.581608844315579576e-01,2.073187781247429542e-02
1.193776641714437048e+01,6.770868136643706237e-01,1.918282658713643674e-02
1.425102670302999286e+01,6.998404721928298544e-01,1.760659311838222094e-02
1.701254279852589235e+01,7.224598173283989233e-01,1.564043423228834301e-02
2.030917620904736864e+01,7.430354227361438690e-01,1.370961181121094566e-02
2.424462017082328202e+01,7.616422111612024537e-01,1.190061224771009514e-02
2.894266124716751776e+01,7.779258457833576612e-01,1.005217508899696431e-02
3.455107294592221479e+01,7.925315777133817852e-01,8.462922200217458391e-03
4.124626382901352173e+01,8.043210769198281263e-01,7.104047489677462260e-03
4.923882631706741364e+01,8.149241366520718621e-01,5.950323376281736222e-03
5.878016072274911608e+01,8.230029778626026804e-01,4.994139639461245110e-03
7.017038286703829897e+01,8.303267893968050428e-01,4.177006809380685338e-03
8.376776400682923907e+01,8.362778407086824961e-01,3.509348323250971371e-03
1.000000000000000000e+02,8.415997024158629047e-01,2.930414386760404194e-03
