# time,average_effective_velocity,95CLI
1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.215183306378338629e-01,5.280764707936561053e-02,1.196608238385530459e-02
1.476670468100590716e-01,9.784688271586304553e-02,2.191710143003035988e-02
1.794425301857724697e-01,1.370474241088961709e-01,3.021723534545863593e-02
2.180555671360417669e-01,1.724691441165863981e-01,3.714073607382886721e-02
2.649774850465789755e-01,2.059831938333160917e-01,4.288458923996683880e-02
3.219962163947186484e-01,2.394654673030078007e-01,4.759639007381909898e-02
3.912844268798491010e-01,2.762882009423323626e-01,5.149612555929344859e-02
4.754823035902082662e-01,3.190048939582706411e-01,5.464467047637309310e-02
5.777981578011381902e-01,3.674942742227262915e-01,5.689349877854633919e-02
7.021306758161000028e-01,4.217729327561283159e-01,5.814398629703285831e-02
8.532174761478656944e-01,4.837742037649417348e-01,5.813157014416183571e-02
1.036815633725144625e+00,5.539584533838808333e-01,5.657546388485879679e-02
1.259921049894873413e+00,6.300209662664147947e-01,5.320072088091930274e-02
1.531035027186919528e+00,7.025478592028469027e-01,4.810346425715889690e-02
1.860488206518050802e+00,7.662028086258731996e-01,4.197959887836544279e-02
2.260834210274509815e+00,8.048724167329222023e-01,3.477402042078412553e-02
2.747327990814637744e+00,8.113862160843545723e-01,2.685347002446308168e-02
3.338507111583890463e+00,7.923211100565555887e-01,2.007634192099606862e-02
4.056898110222107334e+00,7.965960037181190057e-01,1.854251961343852256e-02
4.929874859219732564e+00,8.492433873523340671e-01,1.725909262970453176e-02
5.990701631458082765e+00,8.739450058536503141e-01,1.313752698523890268e-02
7.279800616041338657e+00,8.488688992623152352e-01,1.005569557772893405e-02
8.846292182376176427e+00,8.868143839009415830e-01,9.525486882277948292e-03
1.074986658336873369e+01,8.711768539795692323e-01,6.943911946741714199e-03
1.306305841790402233e+01,8.936434909514244795e-01,5.802156804223451876e-03
1.587401051968200072e+01,8.998343553563108443e-01,5.349279830300679960e-03
1.928983258879170748e+01,9.021563339471757592e-01,4.434227897565748942e-03
2.344068254473251400e+01,9.010369511683254951e-01,3.354383644141975280e-03
2.848472611847307334e+01,8.987858457524896538e-01,3.314765129943035397e-03
3.461416366592753491e+01,8.988709850926598355e-01,2.631621106586654220e-03
4.206255385108273970e+01,8.991297972967932095e-01,2.549688007625830130e-03
5.111371326347565969e+01,8.992826567220750800e-01,2.200733012193290938e-03
6.211253108478470608e+01,8.966965608837221824e-01,2.174032288725354176e-03
7.547811089113595528e+01,8.945561813985174471e-01,2.185381044104099842e-03
9.171974035188149799e+01,8.911720013735046075e-01,2.300627775320248074e-03
1.114562973409620952e+02,8.861961959849008474e-01,2.528552890012067400e-03
1.354398319194774558e+02,8.799883956571074028e-01,2.829289972199193134e-03
1.645842227672370655e+02,8.735365845135034668e-01,3.199243584596806345e-03
2.000000000000000284e+02,8.672924940698074625e-01,3.435403438929084553e-03
