# time,average_effective_velocity,95CLI
1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.215183306378338629e-01,1.454471000901493526e-02,7.447018389382697653e-03
1.476670468100590716e-01,2.705982867526145197e-02,1.358466039400446634e-02
1.794425301857724697e-01,3.803188992108874622e-02,1.864359353825508631e-02
2.180555671360417669e-01,4.791185739305510449e-02,2.281393843201843380e-02
2.649774850465789755e-01,5.711879129632767976e-02,2.625395835069324960e-02
3.219962163947186484e-01,6.605902204243287168e-02,2.909382700101343852e-02
3.912844268798491010e-01,7.514540969798590153e-02,3.143959844785116503e-02
4.754823035902082662e-01,8.480902358261571683e-02,3.337668320247571402e-02
5.777981578011381902e-01,9.550655275800712385e-02,3.497159491607485654e-02
7.021306758161000028e-01,1.077123373724481609e-01,3.627061993337177964e-02
8.532174761478656944e-01,1.219217229154719723e-01,3.729880579070971730e-02
1.036815633725144625e+00,1.386106150249184210e-01,3.805727909031719758e-02
1.259921049894873413e+00,1.584061394276953250e-01,3.852046492948362627e-02
1.531035027186919528e+00,1.814717380974938399e-01,3.859607800602534583e-02
1.860488206518050802e+00,2.074281218427118378e-01,3.815806940242343070e-02
2.260834210274509815e+00,2.359545974822348513e-01,3.713622399904714655e-02
2.747327990814637744e+00,2.662541678416295854e-01,3.546772498982472821e-02
3.338507111583890463e+00,2.971879736545045558e-01,3.300541178537910736e-02
4.056898110222107334e+00,3.273711701473495661e-01,2.977957983060571315e-02
4.929874859219732564e+00,3.525274679501265718e-01,2.643691076258304282e-02
5.990701631458082765e+00,3.746729077232339722e-01,2.375418759322361906e-02
7.279800616041338657e+00,3.980849962812594844e-01,2.245945020248260593e-02
8.846292182376176427e+00,4.248914929459123302e-01,2.130264945132467197e-02
1.074986658336873369e+01,4.599915785352303166e-01,1.948595102200331719e-02
1.306305841790402233e+01,4.973351178869245270e-01,1.752112104502078632e-02
1.587401051968200072e+01,5.308597706912712155e-01,1.539559271732277718e-02
1.928983258879170748e+01,5.612833566999788637e-01,1.347690015297503888e-02
2.344068254473251400e+01,5.860901038654784401e-01,1.162581269100722639e-02
2.848472611847307334e+01,6.074401262980855254e-01,1.014216781189178178e-02
3.461416366592753491e+01,6.235812120829550276e-01,8.969549971755643239e-03
4.206255385108273970e+01,6.361825342614984002e-01,8.232394833761353878e-03
5.111371326347565969e+01,6.438635568205076654e-01,7.730245070712426537e-03
6.211253108478470608e+01,6.446986308467769211e-01,7.493143056321568789e-03
7.547811089113595528e+01,6.386395128546873412e-01,7.395521704017539964e-03
9.171974035188149799e+01,6.249970699164660859e-01,7.318730590950168861e-03
1.114562973409620952e+02,6.020986600956482748e-01,6.958653431263174885e-03
1.354398319194774558e+02,5.709159310586843228e-01,6.995709220324119321e-03
1.645842227672370655e+02,5.376848973882197846e-01,6.515491186239134348e-03
2.000000000000000284e+02,5.006181904097517510e-01,5.933518946864075466e-03
