# time,average_effective_velocity,95CLI
1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.215183306378338629e-01,1.311069814087652274e-01,1.876100240033456296e-02
1.476670468100590716e-01,2.454024573614664861e-01,3.431795148014351454e-02
1.794425301857724697e-01,3.486402804593148885e-01,4.717970462782709873e-02
2.180555671360417669e-01,4.470606933886786538e-01,5.778983881661168415e-02
2.649774850465789755e-01,5.451471935271121616e-01,6.634106357748791039e-02
3.219962163947186484e-01,6.461254176785573566e-01,7.285107545793188810e-02
3.912844268798491010e-01,7.532382447547710802e-01,7.725279409209795389e-02
4.754823035902082662e-01,8.706547479524329169e-01,7.939834396021067109e-02
5.777981578011381902e-01,9.997646808626219350e-01,7.892666681619554814e-02
7.021306758161000028e-01,1.142037441753000593e+00,7.545685488314032852e-02
8.532174761478656944e-01,1.279515705229717915e+00,6.919099470097742066e-02
1.036815633725144625e+00,1.391168300992792206e+00,6.104689539255049591e-02
1.259921049894873413e+00,1.464581640211271907e+00,5.168777969460722210e-02
1.531035027186919528e+00,1.479901442049894600e+00,4.160425537677825414e-02
1.860488206518050802e+00,1.432741600087002132e+00,3.191531736824530091e-02
2.260834210274509815e+00,1.381395556420210280e+00,2.642402601186605304e-02
2.747327990814637744e+00,1.447590203782128437e+00,2.424992446683252659e-02
3.338507111583890463e+00,1.520702978019462748e+00,2.008806561609577032e-02
4.056898110222107334e+00,1.474915415369778993e+00,1.444992062376558237e-02
4.929874859219732564e+00,1.507644723619606664e+00,1.366454885347235561e-02
5.990701631458082765e+00,1.507411562774858105e+00,9.827892079712954518e-03
7.279800616041338657e+00,1.536105664388256020e+00,9.325002369776163452e-03
8.846292182376176427e+00,1.522252276933639958e+00,7.677482609930149152e-03
1.074986658336873369e+01,1.523793234366550120e+00,6.252740262436722214e-03
1.306305841790402233e+01,1.537752591588372741e+00,5.289286208431717880e-03
1.587401051968200072e+01,1.541927088465423701e+00,3.981465681919245901e-03
1.928983258879170748e+01,1.544711403864048149e+00,3.658431415966389554e-03
2.344068254473251400e+01,1.546542325518028171e+00,3.044092438279739736e-03
2.848472611847307334e+01,1.539863714220216506e+00,2.354408616971672211e-03
3.461416366592753491e+01,1.541235323814800218e+00,2.094602420477283729e-03
4.206255385108273970e+01,1.546612762817717313e+00,1.954399801451482763e-03
5.111371326347565969e+01,1.543462632889565755e+00,1.787520047222646274e-03
6.211253108478470608e+01,1.546335480627319958e+00,1.676321049119232050e-03
7.547811089113595528e+01,1.543055399801322114e+00,1.619812783686080211e-03
9.171974035188149799e+01,1.542210353150056834e+00,1.750569731736664313e-03
1.114562973409620952e+02,1.541170223066601785e+00,2.029528249265337599e-03
1.354398319194774558e+02,1.539792606828576771e+00,2.273141886077771710e-03
1.645842227672370655e+02,1.536177734395269834e+00,2.605607715921533230e-03
2.000000000000000284e+02,1.532744468845359753e+00,3.083926216856619756e-03
