# time,average_effective_velocity,95CLI
1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.215183306378338629e-01,2.467333697079971966e-01,1.218209519383746386e-02
1.476670468100590716e-01,4.538591108167041033e-01,2.226404149479118202e-02
1.794425301857724697e-01,6.296702886502074659e-01,3.059630591907382818e-02
2.180555671360417669e-01,7.814500528354110243e-01,3.744661978941116881e-02
2.649774850465789755e-01,9.156617327597187384e-01,4.300461741648473751e-02
3.219962163947186484e-01,1.038085568748794429e+00,4.738002326592104241e-02
3.912844268798491010e-01,1.153590943095067933e+00,5.059200879644009524e-02
4.754823035902082662e-01,1.265412506888965005e+00,5.256130426565581992e-02
5.777981578011381902e-01,1.375879867401423429e+00,5.321374226430797966e-02
7.021306758161000028e-01,1.487575184017200236e+00,5.241102650518469214e-02
8.532174761478656944e-01,1.602358831251310622e+00,4.995363250362842844e-02
1.036815633725144625e+00,1.715309688605993088e+00,4.600597073969598522e-02
1.259921049894873413e+00,1.819374144463244747e+00,4.112622977521772361e-02
1.531035027186919528e+00,1.908898980949078394e+00,3.619603812882123822e-02
1.860488206518050802e+00,1.984763710715723883e+00,3.235074638929270885e-02
2.260834210274509815e+00,2.050986420446325287e+00,2.981028578179860389e-02
2.747327990814637744e+00,2.109416808416681111e+00,2.707112126595600382e-02
3.338507111583890463e+00,2.156051702709691931e+00,2.493317071053244988e-02
4.056898110222107334e+00,2.192225074959700315e+00,2.452458311941238533e-02
4.929874859219732564e+00,2.227042506175128889e+00,2.350170623093468872e-02
5.990701631458082765e+00,2.253779724554924702e+00,2.353504947047139681e-02
7.279800616041338657e+00,2.279581525511265028e+00,2.327381332319130441e-02
8.846292182376176427e+00,2.301807708063934310e+00,2.326921840590061991e-02
1.074986658336873369e+01,2.321638593843736942e+00,2.334063042774954175e-02
1.306305841790402233e+01,2.338787575032465149e+00,2.346060089538664142e-02
1.587401051968200072e+01,2.350222280824291410e+00,2.346939585513266313e-02
1.928983258879170748e+01,2.355093665503774414e+00,2.329397221891952793e-02
2.344068254473251400e+01,2.352252100344569552e+00,2.326667185046419478e-02
2.848472611847307334e+01,2.339891704552839791e+00,2.326657422253532517e-02
3.461416366592753491e+01,2.317220357714150580e+00,2.322112140095644595e-02
4.206255385108273970e+01,2.282361974395850979e+00,2.274757341600940758e-02
5.111371326347565969e+01,2.236299525496510565e+00,2.185849697048599174e-02
6.211253108478470608e+01,2.180350784495889815e+00,2.065354920707564851e-02
7.547811089113595528e+01,2.120041417564260566e+00,1.922240822110117195e-02
9.171974035188149799e+01,2.059860536349098936e+00,1.769582863074093543e-02
1.114562973409620952e+02,1.997560182592820865e+00,1.585970291499795223e-02
1.354398319194774558e+02,1.932135060850694863e+00,1.381846547773792587e-02
1.645842227672370655e+02,1.867600444331923182e+00,1.194053496309466569e-02
2.000000000000000284e+02,1.804096634555350409e+00,1.036859289299420749e-02
