# time,average_effective_velocity,95CLI
1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.193776641714436315e-01,1.193811532806882299e-02,3.825267196865189765e-03
1.425102670302998142e-01,2.185958995688172188e-02,7.031193984856562440e-03
1.701254279852589257e-01,3.007767541139256054e-02,9.718713470768433269e-03
2.030917620904735821e-01,3.685252408996520651e-02,1.197249340925439498e-02
2.424462017082328336e-01,4.239966022932797896e-02,1.386362057001486875e-02
2.894266124716751154e-01,4.689712446186448946e-02,1.545185693086540725e-02
3.455107294592220102e-01,5.049130175962825151e-02,1.678755234508219271e-02
4.124626382901352417e-01,5.330231794112687965e-02,1.791328903593952457e-02
4.923882631706739121e-01,5.542878492914222327e-02,1.886529364036515846e-02
5.878016072274913073e-01,5.695224197606135047e-02,1.967468832788934335e-02
7.017038286703829453e-01,5.794169112942581384e-02,2.036863111267229326e-02
8.376776400682920398e-01,5.845862917515010082e-02,2.097140650123423267e-02
1.000000000000000000e+00,5.856313070444702645e-02,2.150553663507961608e-02
1.193776641714436870e+00,5.832175387540079747e-02,2.199300099684895621e-02
1.425102670302998531e+00,5.781837140185378671e-02,2.245668536331657875e-02
1.701254279852589146e+00,5.716945183395243102e-02,2.292222613087833635e-02
2.030917620904735710e+00,5.654591666186411375e-02,2.342048325654272692e-02
2.424462017082328114e+00,5.620441226773353199e-02,2.399095385540223752e-02
2.894266124716751598e+00,5.653121519078522367e-02,2.468645712095417569e-02
3.455107294592219880e+00,5.810069984699564594e-02,2.557912047509111608e-02
4.124626382901352528e+00,6.174227919865327152e-02,2.676611439000063652e-02
4.923882631706741897e+00,6.857959813337023702e-02,2.836797838080858808e-02
5.878016072274914627e+00,7.991812770332963611e-02,3.049721287443126275e-02
7.017038286703829897e+00,9.669482433064541249e-02,3.315238942767215896e-02
8.376776400682919288e+00,1.182503719775732931e-01,3.602662889767847820e-02
1.000000000000000000e+01,1.412702154241038122e-01,3.842852046396251497e-02
1.193776641714437048e+01,1.608957814826939003e-01,3.959610858007994727e-02
1.425102670302999286e+01,1.736791349441064169e-01,3.908441291586815802e-02
1.701254279852589235e+01,1.812892860254365635e-01,3.693417475508434245e-02
2.030917620904736864e+01,1.923594380529576875e-01,3.400280823247493756e-02
2.424462017082328202e+01,2.144135666981342447e-01,3.147920045369209663e-02
2.894266124716751776e+01,2.401309858367636219e-01,2.915425751601015414e-02
3.455107294592221479e+01,2.585644213962692839e-01,2.709049193386432741e-02
4.124626382901352173e+01,2.831288300470634067e-01,2.706271637535676705e-02
4.923882631706741364e+01,3.170465037740188285e-01,2.678360409650224622e-02
5.878016072274911608e+01,3.515903640822501397e-01,2.576011638610060592e-02
7.017038286703829897e+01,3.810901697285350442e-01,2.513029913470472484e-02
8.376776400682923907e+01,4.225639295183723498e-01,2.450507569681519005e-02
1.000000000000000000e+02,4.636319578840782385e-01,2.341416436048943811e-02
