# time,average_effective_velocity,95CLI
1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.215183306378338629e-01,1.906571890092634974e-02,6.993808811581999317e-03
1.476670468100590716e-01,3.488382226092467953e-02,1.275113502364504797e-02
1.794425301857724697e-01,4.805448732349966445e-02,1.749105976346032945e-02
2.180555671360417669e-01,5.908118663703244150e-02,2.139342637196791838e-02
2.649774850465789755e-01,6.838894988662636010e-02,2.460528034212146331e-02
3.219962163947186484e-01,7.633463099651054129e-02,2.724685284014734948e-02
3.912844268798491010e-01,8.322296776819020081e-02,2.941583702518116641e-02
4.754823035902082662e-01,8.931798153336549528e-02,3.119096490794295851e-02
5.777981578011381902e-01,9.485145052542567901e-02,3.263471214831055456e-02
7.021306758161000028e-01,1.000285271864344155e-01,3.379526234931574946e-02
8.532174761478656944e-01,1.050302864660291324e-01,3.470712994726425638e-02
1.036815633725144625e+00,1.100103352873476603e-01,3.538897944305575971e-02
1.259921049894873413e+00,1.150677487120744247e-01,3.583519451395843214e-02
1.531035027186919528e+00,1.202613364399376938e-01,3.599950073562986630e-02
1.860488206518050802e+00,1.256782657799135894e-01,3.578599128901124166e-02
2.260834210274509815e+00,1.312853149023655297e-01,3.511635002391411131e-02
2.747327990814637744e+00,1.368400366097028698e-01,3.390465014004644811e-02
3.338507111583890463e+00,1.416151320354326060e-01,3.203271689905226594e-02
4.056898110222107334e+00,1.433238711731426307e-01,2.934347247063823563e-02
4.929874859219732564e+00,1.400448369357862877e-01,2.577083007286648866e-02
5.990701631458082765e+00,1.324989629214636533e-01,2.162074798569568052e-02
7.279800616041338657e+00,1.259353287976171798e-01,1.779090226522158855e-02
8.846292182376176427e+00,1.219767064813655627e-01,1.598693698545981812e-02
1.074986658336873369e+01,1.168187893793387333e-01,1.593924588406853485e-02
1.306305841790402233e+01,1.122147011643298276e-01,1.583145334569912785e-02
1.587401051968200072e+01,1.105128070771781296e-01,1.490330063714024288e-02
1.928983258879170748e+01,1.108494423869877676e-01,1.438858977822800311e-02
2.344068254473251400e+01,1.074581870261273331e-01,1.419893646297899770e-02
2.848472611847307334e+01,1.063992123960671166e-01,1.365563854683282501e-02
3.461416366592753491e+01,1.050550827159704576e-01,1.342296517142414422e-02
4.206255385108273970e+01,1.032304838140492564e-01,1.320792021616801551e-02
5.111371326347565969e+01,9.885419197702161043e-02,1.278501238061945273e-02
6.211253108478470608e+01,9.429867730359244027e-02,1.235605179391086050e-02
7.547811089113595528e+01,8.773179099915673351e-02,1.179163009226999806e-02
9.171974035188149799e+01,8.028453451935063656e-02,1.108517628630301295e-02
1.114562973409620952e+02,7.263150292254556828e-02,1.029771478833597063e-02
1.354398319194774558e+02,6.493424161213197376e-02,9.467191250257108240e-03
1.645842227672370655e+02,5.714160018264536484e-02,8.556057673229023469e-03
2.000000000000000284e+02,4.962724089733452915e-02,7.604597035090798589e-03
