# time,average_effective_velocity,95CLI
1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.215183306378338629e-01,7.282020428266487710e-02,1.109259889936761202e-02
1.476670468100590716e-01,1.347874930355685563e-01,2.028515842055127194e-02
1.794425301857724697e-01,1.885146524461386863e-01,2.791902192404886393e-02
2.180555671360417669e-01,2.364367583482277213e-01,3.428005385037512925e-02
2.649774850465789755e-01,2.807044378046831268e-01,3.960032452041375300e-02
3.219962163947186484e-01,3.233911583194257200e-01,4.406174621510377393e-02
3.912844268798491010e-01,3.665728939111621565e-01,4.778709875210485070e-02
4.754823035902082662e-01,4.120279695622083294e-01,5.077938346703464445e-02
5.777981578011381902e-01,4.618085390678839941e-01,5.297016435038964105e-02
7.021306758161000028e-01,5.183923526338183319e-01,5.429734347313320414e-02
8.532174761478656944e-01,5.834067359297536726e-01,5.456786661042598713e-02
1.036815633725144625e+00,6.590429579116591219e-01,5.350541226568520520e-02
1.259921049894873413e+00,7.449190197211151832e-01,5.094477959243640802e-02
1.531035027186919528e+00,8.366136866890762080e-01,4.676773830163705181e-02
1.860488206518050802e+00,9.283609617298761441e-01,4.132980488579608008e-02
2.260834210274509815e+00,1.009753618973574296e+00,3.586674813404869266e-02
2.747327990814637744e+00,1.080065285499844929e+00,3.120728928162087856e-02
3.338507111583890463e+00,1.145044189259242895e+00,2.738460461120625911e-02
4.056898110222107334e+00,1.202963777479891361e+00,2.381490918385898575e-02
4.929874859219732564e+00,1.249533489342845138e+00,2.050084054537519920e-02
5.990701631458082765e+00,1.285685160078870348e+00,1.826344541722449075e-02
7.279800616041338657e+00,1.321724895506107389e+00,1.641038212549662118e-02
8.846292182376176427e+00,1.347410187833665507e+00,1.529037528386528212e-02
1.074986658336873369e+01,1.370981972788510639e+00,1.441373886243539799e-02
1.306305841790402233e+01,1.390526181882145051e+00,1.387818181470624503e-02
1.587401051968200072e+01,1.404678623615332356e+00,1.372290134642318617e-02
1.928983258879170748e+01,1.414031605536697933e+00,1.377685681938049279e-02
2.344068254473251400e+01,1.421587860492053768e+00,1.389983852436350344e-02
2.848472611847307334e+01,1.425081648103163623e+00,1.419712650551698159e-02
3.461416366592753491e+01,1.426868053452447382e+00,1.445944974509316520e-02
4.206255385108273970e+01,1.419218542124068394e+00,1.467985619539311989e-02
5.111371326347565969e+01,1.401893596393880781e+00,1.478747116860344539e-02
6.211253108478470608e+01,1.372656371623660609e+00,1.454726778105557526e-02
7.547811089113595528e+01,1.329929422921859006e+00,1.396204682969014524e-02
9.171974035188149799e+01,1.281981346691020596e+00,1.326334896266103541e-02
1.114562973409620952e+02,1.228107438893336845e+00,1.253065617008966397e-02
1.354398319194774558e+02,1.172635835684412209e+00,1.168482708652067263e-02
1.645842227672370655e+02,1.113860216991376273e+00,1.064363681955938189e-02
2.000000000000000284e+02,1.055015040703236151e+00,9.762013700265647492e-03
