# time,average_effective_velocity,95CLI
1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.215183306378338629e-01,1.634354095215150016e-01,1.724987109205687943e-02
1.476670468100590716e-01,3.041142328831061836e-01,3.161407276768691405e-02
1.794425301857724697e-01,4.277889879978305498e-01,4.355356117871576893e-02
2.180555671360417669e-01,5.399692753118324751e-01,5.341340611833772511e-02
2.649774850465789755e-01,6.459258161463680148e-01,6.142757034218759848e-02
3.219962163947186484e-01,7.504361448696321713e-01,6.769180052168344286e-02
3.912844268798491010e-01,8.582940896380568674e-01,7.212942804433805644e-02
4.754823035902082662e-01,9.735907251657952566e-01,7.460252271503126087e-02
5.777981578011381902e-01,1.100023498010200829e+00,7.479824811196202072e-02
7.021306758161000028e-01,1.243848244222927057e+00,7.222795932093620253e-02
8.532174761478656944e-01,1.402977522795995746e+00,6.648809072020739341e-02
1.036815633725144625e+00,1.564030288382072920e+00,5.808014197566593873e-02
1.259921049894873413e+00,1.707281982896826422e+00,4.907117072842705208e-02
1.531035027186919528e+00,1.823347388395117230e+00,4.152970992118130283e-02
1.860488206518050802e+00,1.915098401814586904e+00,3.617447894233198624e-02
2.260834210274509815e+00,1.997631089233231405e+00,3.194875577626921787e-02
2.747327990814637744e+00,2.071930299569229028e+00,2.791382049897805570e-02
3.338507111583890463e+00,2.124940058633349782e+00,2.518096434577372575e-02
4.056898110222107334e+00,2.169161554675870462e+00,2.406380104962570210e-02
4.929874859219732564e+00,2.210204432315051815e+00,2.232167049120145630e-02
5.990701631458082765e+00,2.241645954809955654e+00,2.204945005194133140e-02
7.279800616041338657e+00,2.268779610609258146e+00,2.159859161535490277e-02
8.846292182376176427e+00,2.291232593902840620e+00,2.130942261176958438e-02
1.074986658336873369e+01,2.309449669291534057e+00,2.132167505696219365e-02
1.306305841790402233e+01,2.320339064891121517e+00,2.148486008805274017e-02
1.587401051968200072e+01,2.324441206130859250e+00,2.171029910566898979e-02
1.928983258879170748e+01,2.320829740733970858e+00,2.206072112064356647e-02
2.344068254473251400e+01,2.309300296176693301e+00,2.233355719964099165e-02
2.848472611847307334e+01,2.287274591707363136e+00,2.233648531225027045e-02
3.461416366592753491e+01,2.249230522356565398e+00,2.234049255458692498e-02
4.206255385108273970e+01,2.197562426880288911e+00,2.190700830921463865e-02
5.111371326347565969e+01,2.134635865144405731e+00,2.116378811972358456e-02
6.211253108478470608e+01,2.062689693114718281e+00,2.015219309156600358e-02
7.547811089113595528e+01,1.986629132897598238e+00,1.932943659780959889e-02
9.171974035188149799e+01,1.906240203640445552e+00,1.828769719492414486e-02
1.114562973409620952e+02,1.823011333545667911e+00,1.698495021746106171e-02
1.354398319194774558e+02,1.740547520001502591e+00,1.566422781282396717e-02
1.645842227672370655e+02,1.656499851513124844e+00,1.415193173843598724e-02
2.000000000000000284e+02,1.574812864409819158e+00,1.266559758480613300e-02
