# time,average_effective_velocity,95CLI
1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.215183306378338629e-01,4.534723451895039670e-02,8.027114284154994797e-03
1.476670468100590716e-01,8.384117416385317156e-02,1.465904932170362246e-02
1.794425301857724697e-01,1.169196176829448014e-01,2.014077478181639652e-02
2.180555671360417669e-01,1.459027210561826826e-01,2.467519676713025856e-02
2.649774850465789755e-01,1.719569646152329379e-01,2.843079801002834292e-02
3.219962163947186484e-01,1.961322456381019153e-01,3.154433895623940526e-02
3.912844268798491010e-01,2.194111565916388451e-01,3.412333421802803829e-02
4.754823035902082662e-01,2.427326318431164420e-01,3.624783036261840924e-02
5.777981578011381902e-01,2.670014478129262847e-01,3.796921378896251503e-02
7.021306758161000028e-01,2.931668121111793979e-01,3.930812776147628307e-02
8.532174761478656944e-01,3.221093456395071053e-01,4.024407622960625430e-02
1.036815633725144625e+00,3.547812942838176609e-01,4.070869480160568821e-02
1.259921049894873413e+00,3.917089584328967700e-01,4.056540349665480050e-02
1.531035027186919528e+00,4.335684934508030053e-01,3.975283839820151904e-02
1.860488206518050802e+00,4.801975304979110293e-01,3.830379088630448542e-02
2.260834210274509815e+00,5.289726109704914192e-01,3.621947389185124072e-02
2.747327990814637744e+00,5.771935550938522841e-01,3.362733248937790909e-02
3.338507111583890463e+00,6.208995886311933221e-01,3.077001608881392569e-02
4.056898110222107334e+00,6.614419177883822387e-01,2.816412858253304619e-02
4.929874859219732564e+00,7.013122363264077119e-01,2.599541411294067558e-02
5.990701631458082765e+00,7.438999810512565425e-01,2.380596430278388020e-02
7.279800616041338657e+00,7.834923393024630922e-01,2.075265277152201632e-02
8.846292182376176427e+00,8.131954470311771876e-01,1.842332235305752311e-02
1.074986658336873369e+01,8.434087791946174306e-01,1.646302289117441281e-02
1.306305841790402233e+01,8.663600117080068053e-01,1.455479383253840096e-02
1.587401051968200072e+01,8.892685988820439036e-01,1.292418238480074269e-02
1.928983258879170748e+01,9.079305179607770615e-01,1.177486073080845699e-02
2.344068254473251400e+01,9.234437560347846796e-01,1.090722358222469789e-02
2.848472611847307334e+01,9.367533011273059262e-01,1.029552610923922459e-02
3.461416366592753491e+01,9.471162124129528515e-01,9.875823128113789262e-03
4.206255385108273970e+01,9.536066288683590075e-01,9.501689951948671595e-03
5.111371326347565969e+01,9.564119025155389808e-01,9.295700712006976438e-03
6.211253108478470608e+01,9.553214822252005245e-01,9.274613853137275363e-03
7.547811089113595528e+01,9.484305544275829503e-01,9.200502053105708358e-03
9.171974035188149799e+01,9.313256840604814402e-01,8.996243233322053640e-03
1.114562973409620952e+02,9.035889519254514113e-01,8.512343874250984446e-03
1.354398319194774558e+02,8.635943831922846536e-01,7.535710132350439787e-03
1.645842227672370655e+02,8.214419820219047708e-01,6.758061364261766686e-03
2.000000000000000284e+02,7.756149730596639813e-01,5.706870009049418505e-03
