# time,average_effective_velocity,95CLI
1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.193776641714436315e-01,8.174772195098015115e-02,6.674741056667423018e-03
1.425102670302998142e-01,1.504061537750385480e-01,1.227159449498115527e-02
1.701254279852589257e-01,2.081306804232554708e-01,1.696545646700518134e-02
2.030917620904735821e-01,2.567308178679379438e-01,2.090233839306528466e-02
2.424462017082328336e-01,2.977254421314810551e-01,2.420369122889055521e-02
2.894266124716751154e-01,3.323889928032578434e-01,2.696985421246508863e-02
3.455107294592220102e-01,3.617886008562850031e-01,2.928269228309451216e-02
4.124626382901352417e-01,3.868134015991254726e-01,3.120742956647302307e-02
4.923882631706739121e-01,4.081962151919951154e-01,3.279366670827519453e-02
5.878016072274913073e-01,4.265282277421227897e-01,3.407563199569347417e-02
7.017038286703829453e-01,4.422674657382804075e-01,3.507181040090144586e-02
8.376776400682920398e-01,4.557443041249298332e-01,3.578449418021458633e-02
1.000000000000000000e+00,4.671707934826876407e-01,3.620037473513637583e-02
1.193776641714436870e+00,4.766672311702607745e-01,3.629429802823987833e-02
1.425102670302998531e+00,4.843256377079206976e-01,3.604010009818719995e-02
1.701254279852589146e+00,4.903167350122229484e-01,3.543468692734874637e-02
2.030917620904735710e+00,4.949608886178944456e-01,3.453285750865973253e-02
2.424462017082328114e+00,4.986033239421951979e-01,3.345406133542089960e-02
2.894266124716751598e+00,5.015706168959075395e-01,3.234043538647093929e-02
3.455107294592219880e+00,5.048452337738246198e-01,3.136490024117970232e-02
4.124626382901352528e+00,5.104209354166225898e-01,3.072741560687690388e-02
4.923882631706741897e+00,5.188877483288264481e-01,3.041808682994793719e-02
5.878016072274914627e+00,5.267885726659418122e-01,3.000092688655067383e-02
7.017038286703829897e+00,5.343958839194579147e-01,2.927690967213554540e-02
8.376776400682919288e+00,5.458991533588118950e-01,2.850977410794470687e-02
1.000000000000000000e+01,5.610925341847313730e-01,2.766705858564356968e-02
1.193776641714437048e+01,5.733397754705640281e-01,2.688642189139200597e-02
1.425102670302999286e+01,5.862583509272795146e-01,2.632271447610308804e-02
1.701254279852589235e+01,6.017854176822988732e-01,2.567842183365144290e-02
2.030917620904736864e+01,6.201731039208582263e-01,2.466011620214964006e-02
2.424462017082328202e+01,6.401503486436531665e-01,2.351838287190617660e-02
2.894266124716751776e+01,6.617379564379632928e-01,2.227549572402599473e-02
3.455107294592221479e+01,6.829739871842264165e-01,2.092319952600501035e-02
4.124626382901352173e+01,7.046720469690493927e-01,1.953339566015579662e-02
4.923882631706741364e+01,7.262330545480482069e-01,1.802790550842027842e-02
5.878016072274911608e+01,7.474407230635941035e-01,1.629290962303949625e-02
7.017038286703829897e+01,7.670641344247174365e-01,1.458924575391328318e-02
8.376776400682923907e+01,7.852686406046558432e-01,1.277346927599672458e-02
1.000000000000000000e+02,8.015701036425811887e-01,1.097986663668132010e-02
