# time,average_effective_velocity,95CLI
1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.215183306378338629e-01,8.780614018206438220e-02,7.259701201859393264e-03
1.476670468100590716e-01,1.604883559589728170e-01,1.327611019556861928e-02
1.794425301857724697e-01,2.208204639992001617e-01,1.827855990746896780e-02
2.180555671360417669e-01,2.710999444026089833e-01,2.245653637038737965e-02
2.649774850465789755e-01,3.132351407450014724e-01,2.596685982979707319e-02
3.219962163947186484e-01,3.488192716211254152e-01,2.893981561618886103e-02
3.912844268798491010e-01,3.791880872333615593e-01,3.148362017593377832e-02
4.754823035902082662e-01,4.054663155136851715e-01,3.368783188210087293e-02
5.777981578011381902e-01,4.286014780096050192e-01,3.562573627269759874e-02
7.021306758161000028e-01,4.493858867915657695e-01,3.735564935880430343e-02
8.532174761478656944e-01,4.684621258259517029e-01,3.892094702385354155e-02
1.036815633725144625e+00,4.863013721396307054e-01,4.034836222875767126e-02
1.259921049894873413e+00,5.031573488268222816e-01,4.164393142999663067e-02
1.531035027186919528e+00,5.189453597202671187e-01,4.278551044857709096e-02
1.860488206518050802e+00,5.330129439751889464e-01,4.371346473084594675e-02
2.260834210274509815e+00,5.441803059688253841e-01,4.435550986502770354e-02
2.747327990814637744e+00,5.507613477282859993e-01,4.461155950299778433e-02
3.338507111583890463e+00,5.505906113916815281e-01,4.437370448957866920e-02
4.056898110222107334e+00,5.412761526016667268e-01,4.354181061694821497e-02
4.929874859219732564e+00,5.224430289837996844e-01,4.206194618654813394e-02
5.990701631458082765e+00,4.996434103193733156e-01,4.006913779681640225e-02
7.279800616041338657e+00,4.862413058925162956e-01,3.816407445581779939e-02
8.846292182376176427e+00,4.951913282833741436e-01,3.716676756539667031e-02
1.074986658336873369e+01,5.125634169721083877e-01,3.603072970637867523e-02
1.306305841790402233e+01,5.123705719409989978e-01,3.313345549387765321e-02
1.587401051968200072e+01,5.168946410926332780e-01,3.118665293867167732e-02
1.928983258879170748e+01,5.259433459071336525e-01,3.103888346897329745e-02
2.344068254473251400e+01,5.255269002725387884e-01,3.113475247662479684e-02
2.848472611847307334e+01,5.365446240883464668e-01,3.027354591132998957e-02
3.461416366592753491e+01,5.512441212818653957e-01,2.930649701046483119e-02
4.206255385108273970e+01,5.625035102724396108e-01,2.890017860573330585e-02
5.111371326347565969e+01,5.781995212846061660e-01,2.840786323136145278e-02
6.211253108478470608e+01,5.949145206319279566e-01,2.769277919044176028e-02
7.547811089113595528e+01,6.138813917443847190e-01,2.699500075900403140e-02
9.171974035188149799e+01,6.345160050654182760e-01,2.592820309709107512e-02
1.114562973409620952e+02,6.562091049649529939e-01,2.492310980229239803e-02
1.354398319194774558e+02,6.787765875047400144e-01,2.367932464674639068e-02
1.645842227672370655e+02,7.028303138244077486e-01,2.204743258031431619e-02
2.000000000000000284e+02,7.269102328311036754e-01,2.012992093717614131e-02
