# position_x,position_y,swimming_direction_x,swimming_direction_y
2.199114857512855181e+00,1.121997376282068970e+00,1.193294540314101954e-01,9.928547131381134649e-01
2.617993877991493967e+00,1.121997376282068970e+00,2.111025447697398028e-01,9.774639203529407183e-01
3.036872898470132753e+00,1.121997376282068970e+00,3.105801928132993495e-01,9.505471812761604467e-01
3.455751918948772428e+00,1.121997376282068970e+00,3.913079427250688580e-01,9.202597969922809984e-01
3.874630939427411214e+00,1.121997376282068970e+00,4.005499537927297293e-01,9.162749229989010091e-01
4.293509959906050000e+00,1.121997376282068970e+00,2.758080477967599919e-01,9.612127343988635664e-01
4.712388980384689674e+00,1.121997376282068970e+00,1.378915998437623665e-16,1.000000000000000000e+00
-1.570796326794896558e+00,1.570796326794896558e+00,-7.143500910893150578e-33,1.000000000000000000e+00
-1.151917306316257550e+00,1.570796326794896558e+00,-4.361463968561544015e-17,1.000000000000000000e+00
-7.330382858376184307e-01,1.570796326794896558e+00,-6.326897736886431367e-17,1.000000000000000000e+00
-3.141592653589793116e-01,1.570796326794896558e+00,-5.887571623985656952e-17,1.000000000000000000e+00
1.047197551196596965e-01,1.570796326794896558e+00,-4.410814372757050134e-17,1.000000000000000000e+00
5.235987755982987046e-01,1.570796326794896558e+00,-2.885092750128492111e-17,1.000000000000000000e+00
9.424777960769379348e-01,1.570796326794896558e+00,-1.600214631849412375e-17,1.000000000000000000e+00
1.361356816555576721e+00,1.570796326794896558e+00,-5.107614268802861805e-18,1.000000000000000000e+00
1.780235837034215951e+00,1.570796326794896558e+00,5.107614268802847168e-18,1.000000000000000000e+00
2.199114857512855181e+00,1.570796326794896558e+00,1.600214631849411759e-17,1.000000000000000000e+00
2.617993877991493967e+00,1.570796326794896558e+00,2.885092750128490263e-17,1.000000000000000000e+00
3.036872898470132753e+00,1.570796326794896558e+00,4.410814372757048285e-17,1.000000000000000000e+00
3.455751918948772428e+00,1.570796326794896558e+00,5.887571623985659417e-17,1.000000000000000000e+00
3.874630939427411214e+00,1.570796326794896558e+00,6.326897736886433832e-17,1.000000000000000000e+00
4.293509959906050000e+00,1.570796326794896558e+00,4.361463968561551411e-17,1.000000000000000000e+00
4.712388980384689674e+00,1.570796326794896558e+00,2.143050273267945174e-32,1.000000000000000000e+00
