# duxdy*kolmogorov_time,p_x
-1.937500000000000000e+00,3.689282499999999576e-01
-1.812500000000000000e+00,1.230183333333331741e-02
-1.687500000000000000e+00,2.501890799999999526e-01
-1.562500000000000000e+00,2.421048363636363887e-01
-1.437500000000000000e+00,1.355171800000000149e-01
-1.312500000000000000e+00,1.905321941747572800e-01
-1.187500000000000000e+00,2.034648498727736343e-01
-1.062500000000000000e+00,2.436549781818182769e-01
-9.375000000000000000e-01,2.605345943799632358e-01
-8.125000000000000000e-01,3.059793523213686361e-01
-6.875000000000000000e-01,3.538451822371919131e-01
-5.625000000000000000e-01,3.705743699056530116e-01
-4.375000000000000000e-01,3.936930866701366383e-01
-3.125000000000000000e-01,4.249932486234790363e-01
-1.875000000000000000e-01,4.420061758837187660e-01
-6.250000000000000000e-02,4.590987917845206212e-01
6.250000000000000000e-02,4.641536186646397777e-01
1.875000000000000000e-01,4.515326142745799132e-01
3.125000000000000000e-01,4.217654921415908142e-01
4.375000000000000000e-01,3.776317180696844855e-01
5.625000000000000000e-01,3.655457673654725070e-01
6.875000000000000000e-01,3.239074964718656746e-01
8.125000000000000000e-01,3.253942231578942357e-01
9.375000000000000000e-01,2.449418623481779966e-01
1.062500000000000000e+00,2.467351680440768025e-01
1.187500000000000000e+00,2.452239113149845828e-01
1.312500000000000000e+00,9.810195138888892774e-02
1.437500000000000000e+00,2.038188333333333102e-01
1.562500000000000000e+00,7.059437500000000087e-02
1.687500000000000000e+00,2.322593000000000296e-01
1.812500000000000000e+00,7.541599999999999693e-02
1.937500000000000000e+00,-8.165499999999999148e-02
