# omega_z*kolmogorov_time,p_y
-3.937500000000000000e+00,nan
-3.812500000000000000e+00,nan
-3.687500000000000000e+00,nan
-3.562500000000000000e+00,nan
-3.437500000000000000e+00,nan
-3.312500000000000000e+00,nan
-3.187500000000000000e+00,nan
-3.062500000000000000e+00,nan
-2.937500000000000000e+00,nan
-2.812500000000000000e+00,nan
-2.687500000000000000e+00,-4.117155000000000120e-01
-2.562500000000000000e+00,-2.925765000000000171e-01
-2.437500000000000000e+00,-4.023514999999999731e-01
-2.312500000000000000e+00,-3.954772222222222577e-01
-2.187500000000000000e+00,-4.017276739130434260e-01
-2.062500000000000000e+00,-4.244963518518519718e-01
-1.937500000000000000e+00,-2.827761212121212009e-01
-1.812500000000000000e+00,-3.623250981132073445e-01
-1.687500000000000000e+00,-3.421181818181818768e-01
-1.562500000000000000e+00,-3.433930663716814879e-01
-1.437500000000000000e+00,-3.681612299065421534e-01
-1.312500000000000000e+00,-3.720841442731283588e-01
-1.187500000000000000e+00,-3.344608241224794609e-01
-1.062500000000000000e+00,-3.225004285714292429e-01
-9.375000000000000000e-01,-2.850040370370371390e-01
-8.125000000000000000e-01,-2.530485152378858515e-01
-6.875000000000000000e-01,-2.198337336654206386e-01
-5.625000000000000000e-01,-1.721874671732905593e-01
-4.375000000000000000e-01,-1.227993078918484804e-01
-3.125000000000000000e-01,-8.226112323740367160e-02
-1.875000000000000000e-01,-5.487433977479650588e-02
-6.250000000000000000e-02,-1.699912525978393082e-02
6.250000000000000000e-02,9.249845531884900302e-03
1.875000000000000000e-01,4.165818403556077049e-02
3.125000000000000000e-01,7.618305860901268545e-02
4.375000000000000000e-01,1.150926812323491005e-01
5.625000000000000000e-01,1.548748642079883220e-01
6.875000000000000000e-01,1.978956534956996249e-01
8.125000000000000000e-01,2.389089913803013332e-01
9.375000000000000000e-01,2.780707633525054678e-01
1.062500000000000000e+00,3.016788025387874272e-01
1.187500000000000000e+00,3.269185287556640174e-01
1.312500000000000000e+00,3.392047929627737268e-01
1.437500000000000000e+00,3.783067418351479527e-01
1.562500000000000000e+00,3.635245803571431344e-01
1.687500000000000000e+00,3.835390606060605778e-01
1.812500000000000000e+00,3.918443183183184519e-01
1.937500000000000000e+00,3.294293990384616899e-01
2.062500000000000000e+00,2.862419166666667070e-01
2.187500000000000000e+00,2.189566818181818419e-01
2.312500000000000000e+00,2.879348723404255295e-01
2.437500000000000000e+00,4.769103571428572746e-02
2.562500000000000000e+00,-9.955587500000001588e-02
2.687500000000000000e+00,2.700276666666666103e-01
2.812500000000000000e+00,-7.107575000000002086e-02
2.937500000000000000e+00,-3.348935000000000106e-01
3.062500000000000000e+00,-3.539760000000000129e-01
3.187500000000000000e+00,8.610210000000000363e-01
3.312500000000000000e+00,nan
3.437500000000000000e+00,nan
3.562500000000000000e+00,nan
3.687500000000000000e+00,nan
3.812500000000000000e+00,nan
3.937500000000000000e+00,nan
