# omega_z*kolmogorov_time,p_y
-1.937500000000000000e+00,-6.176162679425833968e-02
-1.812500000000000000e+00,-9.058893502824860722e-02
-1.687500000000000000e+00,-6.246659374999993797e-02
-1.562500000000000000e+00,-5.206320742637639276e-02
-1.437500000000000000e+00,-2.388323358908781349e-02
-1.312500000000000000e+00,1.020712172088142529e-02
-1.187500000000000000e+00,5.049990783744554707e-02
-1.062500000000000000e+00,6.747374472078836172e-02
-9.375000000000000000e-01,8.580783358171889530e-02
-8.125000000000000000e-01,1.077057774189824901e-01
-6.875000000000000000e-01,1.331052232609060693e-01
-5.625000000000000000e-01,1.321042836257315112e-01
-4.375000000000000000e-01,1.303883696145127502e-01
-3.125000000000000000e-01,1.001562829891283202e-01
-1.875000000000000000e-01,7.400818708916907795e-02
-6.250000000000000000e-02,3.585947009830702664e-02
6.250000000000000000e-02,-1.438785455105599277e-02
1.875000000000000000e-01,-6.368087088879763324e-02
3.125000000000000000e-01,-1.029918000085619512e-01
4.375000000000000000e-01,-1.402179772045279715e-01
5.625000000000000000e-01,-1.464638799022938143e-01
6.875000000000000000e-01,-1.538501797011098127e-01
8.125000000000000000e-01,-1.481706039019377863e-01
9.375000000000000000e-01,-1.520550413780851762e-01
1.062500000000000000e+00,-1.287745113285271858e-01
1.187500000000000000e+00,-1.007061391500561620e-01
1.312500000000000000e+00,-7.727451839464875849e-02
1.437500000000000000e+00,-8.322497277227723644e-02
1.562500000000000000e+00,-7.280133835616438287e-02
1.687500000000000000e+00,-8.621946731234857511e-03
1.812500000000000000e+00,3.270257241379313090e-02
1.937500000000000000e+00,9.530483146067408873e-02
