# duxdy*kolmogorov_time,p_x
-1.937500000000000000e+00,1.958456666666666679e-01
-1.812500000000000000e+00,2.303175999999999557e-01
-1.687500000000000000e+00,5.758211666666666062e-01
-1.562500000000000000e+00,3.752091290322580597e-01
-1.437500000000000000e+00,4.525959558823529072e-01
-1.312500000000000000e+00,4.687688035714283608e-01
-1.187500000000000000e+00,5.233175689149560661e-01
-1.062500000000000000e+00,5.635249900709220494e-01
-9.375000000000000000e-01,5.790480224089629147e-01
-8.125000000000000000e-01,6.236550581039758123e-01
-6.875000000000000000e-01,6.348432119251609107e-01
-5.625000000000000000e-01,6.632799433619381846e-01
-4.375000000000000000e-01,6.966419769189482469e-01
-3.125000000000000000e-01,7.363231981762855538e-01
-1.875000000000000000e-01,7.785981436340677631e-01
-6.250000000000000000e-02,8.115934057574352156e-01
6.250000000000000000e-02,8.134670912756625238e-01
1.875000000000000000e-01,7.840075196258096124e-01
3.125000000000000000e-01,7.390836777344449438e-01
4.375000000000000000e-01,6.957240595135910644e-01
5.625000000000000000e-01,6.708986389454406618e-01
6.875000000000000000e-01,6.386314449002421512e-01
8.125000000000000000e-01,6.158043267877005844e-01
9.375000000000000000e-01,5.634354017857139407e-01
1.062500000000000000e+00,5.693174384949352129e-01
1.187500000000000000e+00,5.244347451612904054e-01
1.312500000000000000e+00,5.043084035087718187e-01
1.437500000000000000e+00,5.340915306122446804e-01
1.562500000000000000e+00,6.238895142857142639e-01
1.687500000000000000e+00,4.702264999999999917e-01
1.812500000000000000e+00,3.167568571428571178e-01
1.937500000000000000e+00,3.093208000000000069e-01
