# omega_z*kolmogorov_time,angle_z
-1.937500000000000000e+00,-1.529452876025173325e+00
-1.812500000000000000e+00,-1.120769339458010716e+00
-1.687500000000000000e+00,-8.985269026967730444e-01
-1.562500000000000000e+00,-8.468359586981336617e-01
-1.437500000000000000e+00,-6.598050715164941460e-01
-1.312500000000000000e+00,-7.994385052029184813e-01
-1.187500000000000000e+00,-6.919580626598756945e-01
-1.062500000000000000e+00,-6.187767682917868495e-01
-9.375000000000000000e-01,-4.998274296257066429e-01
-8.125000000000000000e-01,-4.698771877732513813e-01
-6.875000000000000000e-01,-3.938880727641156931e-01
-5.625000000000000000e-01,-3.129471999853177810e-01
-4.375000000000000000e-01,-2.417088826982691507e-01
-3.125000000000000000e-01,-1.689857423181647111e-01
-1.875000000000000000e-01,-9.569918913234562452e-02
-6.250000000000000000e-02,-3.041994659355288719e-02
6.250000000000000000e-02,3.312731869870808726e-02
1.875000000000000000e-01,9.012042294576740054e-02
3.125000000000000000e-01,1.462597779574887624e-01
4.375000000000000000e-01,1.905423331293413791e-01
5.625000000000000000e-01,2.543951155927679508e-01
6.875000000000000000e-01,3.347602170336544947e-01
8.125000000000000000e-01,3.989729439179106052e-01
9.375000000000000000e-01,4.357333226510686774e-01
1.062500000000000000e+00,4.874106862402194373e-01
1.187500000000000000e+00,5.559614951558351503e-01
1.312500000000000000e+00,6.143679629767592187e-01
1.437500000000000000e+00,6.373169124501238958e-01
1.562500000000000000e+00,8.184613787696618514e-01
1.687500000000000000e+00,9.025929784945373457e-01
1.812500000000000000e+00,8.454034826449795537e-01
1.937500000000000000e+00,9.761123395883891662e-01
