# duxdy*kolmogorov_time,p_x
-1.937500000000000000e+00,-1.717533333333335840e-02
-1.812500000000000000e+00,-1.046676153846153451e-01
-1.687500000000000000e+00,-1.606609523809523349e-02
-1.562500000000000000e+00,1.540499999999998988e-02
-1.437500000000000000e+00,1.735756575342466135e-01
-1.312500000000000000e+00,1.154604606060605776e-01
-1.187500000000000000e+00,1.008613358585858377e-01
-1.062500000000000000e+00,1.809831358024689696e-01
-9.375000000000000000e-01,1.930979008707301159e-01
-8.125000000000000000e-01,2.399837298948081510e-01
-6.875000000000000000e-01,2.444823332760402146e-01
-5.625000000000000000e-01,2.742211584263179458e-01
-4.375000000000000000e-01,2.916539526714950203e-01
-3.125000000000000000e-01,3.193301953605962584e-01
-1.875000000000000000e-01,3.464188510988419067e-01
-6.250000000000000000e-02,3.692640160366557622e-01
6.250000000000000000e-02,3.638131921172797489e-01
1.875000000000000000e-01,3.569693514470760332e-01
3.125000000000000000e-01,3.298458003902299263e-01
4.375000000000000000e-01,3.025836358387979930e-01
5.625000000000000000e-01,2.617890679306407176e-01
6.875000000000000000e-01,2.299991038938666021e-01
8.125000000000000000e-01,2.197585200256324811e-01
9.375000000000000000e-01,1.628196902138691060e-01
1.062500000000000000e+00,9.569502747252756070e-02
1.187500000000000000e+00,9.925766972477065297e-02
1.312500000000000000e+00,4.192035251798563456e-02
1.437500000000000000e+00,1.309391343283581866e-01
1.562500000000000000e+00,1.908291891891890357e-02
1.687500000000000000e+00,-5.498225000000001722e-02
1.812500000000000000e+00,2.907544999999999713e-01
1.937500000000000000e+00,-3.541909999999999781e-01
