# duxdy*kolmogorov_time,p_y
-1.937500000000000000e+00,nan
-1.812500000000000000e+00,nan
-1.687500000000000000e+00,nan
-1.562500000000000000e+00,nan
-1.437500000000000000e+00,7.139170000000000238e-01
-1.312500000000000000e+00,-1.215050000000000019e-01
-1.187500000000000000e+00,3.412700999999999651e-01
-1.062500000000000000e+00,4.263154705882352680e-01
-9.375000000000000000e-01,2.971383636363636449e-01
-8.125000000000000000e-01,4.005667166666667112e-01
-6.875000000000000000e-01,3.183640090909090059e-01
-5.625000000000000000e-01,2.277879502487561436e-01
-4.375000000000000000e-01,1.957974111675127860e-01
-3.125000000000000000e-01,1.356975501618123414e-01
-1.875000000000000000e-01,7.825349654218530238e-02
-6.250000000000000000e-02,5.154011272321431386e-02
6.250000000000000000e-02,-3.040736092715232153e-02
1.875000000000000000e-01,-8.052249936948310816e-02
3.125000000000000000e-01,-1.461107635009310235e-01
4.375000000000000000e-01,-1.901383441176470457e-01
5.625000000000000000e-01,-2.176120769230769081e-01
6.875000000000000000e-01,-2.602684066666666740e-01
8.125000000000000000e-01,-4.180232205882353780e-01
9.375000000000000000e-01,-4.811944242424242568e-01
1.062500000000000000e+00,-4.823879523809523340e-01
1.187500000000000000e+00,-6.560725714285713384e-01
1.312500000000000000e+00,-6.131303333333333327e-01
1.437500000000000000e+00,-6.851154999999999884e-01
1.562500000000000000e+00,-5.631819999999999604e-01
1.687500000000000000e+00,-8.847909999999999942e-01
1.812500000000000000e+00,-6.558479999999999865e-01
1.937500000000000000e+00,nan
