# duxdy*kolmogorov_time,p_x
-1.937500000000000000e+00,-2.132182499999999981e-01
-1.812500000000000000e+00,-4.362199999999999411e-02
-1.687500000000000000e+00,4.021634210526315312e-01
-1.562500000000000000e+00,3.432880243902440287e-01
-1.437500000000000000e+00,3.370631739130434124e-01
-1.312500000000000000e+00,3.638037828947370267e-01
-1.187500000000000000e+00,4.229378377581120008e-01
-1.062500000000000000e+00,4.731332423841055346e-01
-9.375000000000000000e-01,5.531153248492971519e-01
-8.125000000000000000e-01,5.902961751105069155e-01
-6.875000000000000000e-01,6.605751832619549679e-01
-5.625000000000000000e-01,7.072644834612873410e-01
-4.375000000000000000e-01,7.422347859746040166e-01
-3.125000000000000000e-01,7.779809186088370021e-01
-1.875000000000000000e-01,8.070541933998673922e-01
-6.250000000000000000e-02,8.185659808397319770e-01
6.250000000000000000e-02,8.205199640450823173e-01
1.875000000000000000e-01,8.103406594210287306e-01
3.125000000000000000e-01,7.806421275839977580e-01
4.375000000000000000e-01,7.369892324446987164e-01
5.625000000000000000e-01,6.928167975247528920e-01
6.875000000000000000e-01,6.515868138338407611e-01
8.125000000000000000e-01,6.177115548411491464e-01
9.375000000000000000e-01,5.484986624803771527e-01
1.062500000000000000e+00,4.961073898026315265e-01
1.187500000000000000e+00,4.671462546816479988e-01
1.312500000000000000e+00,4.031212833333333578e-01
1.437500000000000000e+00,4.208048082191781503e-01
1.562500000000000000e+00,4.784978536585366427e-01
1.687500000000000000e+00,2.614466153846154439e-01
1.812500000000000000e+00,4.352672499999999389e-01
1.937500000000000000e+00,-2.046994999999999787e-01
