# time,average_velocity_axis_0_t_inf,95CLI,vs,reorientationtime
9.996000000000000441e+00,1.364559933348339360e-01,6.067797954754232045e-03,1.000000000000000000e+00,5.000000000000000000e-01
9.996000000000000441e+00,9.468324273068601249e-02,5.941098934085072003e-03,1.000000000000000000e+00,1.000000000000000000e+00
9.996000000000000441e+00,5.805618731867746157e-02,6.088734867486675535e-03,1.000000000000000000e+00,2.000000000000000000e+00
9.996000000000000441e+00,3.923140379198554462e-02,6.165118859359899894e-03,1.000000000000000000e+00,3.000000000000000000e+00
9.996000000000000441e+00,2.972430925495198051e-02,5.929129804936037959e-03,1.000000000000000000e+00,4.000000000000000000e+00
