# duxdy*kolmogorov_time,p_x
-1.937500000000000000e+00,7.257883333333333686e-01
-1.812500000000000000e+00,3.600963333333333516e-01
-1.687500000000000000e+00,2.988975999999999855e-01
-1.562500000000000000e+00,6.656497187500001189e-01
-1.437500000000000000e+00,6.990387272727273116e-01
-1.312500000000000000e+00,7.112165900621115755e-01
-1.187500000000000000e+00,7.910302826086956784e-01
-1.062500000000000000e+00,8.207258668596234541e-01
-9.375000000000000000e-01,8.337677044649182134e-01
-8.125000000000000000e-01,8.468401259071127729e-01
-6.875000000000000000e-01,8.591790841430200221e-01
-5.625000000000000000e-01,8.773174330452451208e-01
-4.375000000000000000e-01,8.976735111191026517e-01
-3.125000000000000000e-01,9.151007054606836721e-01
-1.875000000000000000e-01,9.346382577853387108e-01
-6.250000000000000000e-02,9.457080865519273960e-01
6.250000000000000000e-02,9.446484386289467627e-01
1.875000000000000000e-01,9.370990569064917564e-01
3.125000000000000000e-01,9.210541372487214273e-01
4.375000000000000000e-01,9.015374247902311344e-01
5.625000000000000000e-01,8.829551877801560256e-01
6.875000000000000000e-01,8.742866002886011678e-01
8.125000000000000000e-01,8.558167463261020513e-01
9.375000000000000000e-01,8.369046332179921333e-01
1.062500000000000000e+00,8.168575561877668978e-01
1.187500000000000000e+00,7.619859532710276939e-01
1.312500000000000000e+00,7.992594222222224598e-01
1.437500000000000000e+00,7.856150769230770825e-01
1.562500000000000000e+00,8.656627499999999253e-01
1.687500000000000000e+00,9.058106874999999336e-01
1.812500000000000000e+00,9.422270000000000367e-01
1.937500000000000000e+00,8.927703333333333324e-01
