# duxdy*kolmogorov_time,p_y
-1.937500000000000000e+00,nan
-1.812500000000000000e+00,2.325635000000000063e-01
-1.687500000000000000e+00,-1.102765555555555443e-01
-1.562500000000000000e+00,-3.639542499999999792e-01
-1.437500000000000000e+00,-4.290618867924528845e-01
-1.312500000000000000e+00,-5.427066811594202234e-01
-1.187500000000000000e+00,-6.164764432624113555e-01
-1.062500000000000000e+00,-5.920677242026259890e-01
-9.375000000000000000e-01,-6.382856311000825178e-01
-8.125000000000000000e-01,-6.383886100254883011e-01
-6.875000000000000000e-01,-6.221347677547407473e-01
-5.625000000000000000e-01,-5.959501928834661788e-01
-4.375000000000000000e-01,-5.402400010309267309e-01
-3.125000000000000000e-01,-4.529655761853174090e-01
-1.875000000000000000e-01,-3.147131669140436072e-01
-6.250000000000000000e-02,-1.127061290047504105e-01
6.250000000000000000e-02,1.161537989035000829e-01
1.875000000000000000e-01,3.187565620371472508e-01
3.125000000000000000e-01,4.487260420797123395e-01
4.375000000000000000e-01,5.199733028090878229e-01
5.625000000000000000e-01,5.585652851458877688e-01
6.875000000000000000e-01,5.856005368353618401e-01
8.125000000000000000e-01,5.966009143459911623e-01
9.375000000000000000e-01,6.118621662631158475e-01
1.062500000000000000e+00,6.001081302170283571e-01
1.187500000000000000e+00,5.624377929687502942e-01
1.312500000000000000e+00,5.726472176470588371e-01
1.437500000000000000e+00,4.884124545454546773e-01
1.562500000000000000e+00,5.200662432432432425e-01
1.687500000000000000e+00,5.457584545454545744e-01
1.812500000000000000e+00,5.530446666666667399e-01
1.937500000000000000e+00,5.725550000000000361e-01
