# duxdy*kolmogorov_time,p_y
-1.937500000000000000e+00,nan
-1.812500000000000000e+00,nan
-1.687500000000000000e+00,nan
-1.562500000000000000e+00,nan
-1.437500000000000000e+00,nan
-1.312500000000000000e+00,7.189671428571427214e-02
-1.187500000000000000e+00,-3.472064999999999735e-01
-1.062500000000000000e+00,-2.066329999999999834e-01
-9.375000000000000000e-01,-4.454762000000000444e-01
-8.125000000000000000e-01,-3.542854358974359963e-01
-6.875000000000000000e-01,-4.183938378378377898e-01
-5.625000000000000000e-01,-4.118806300578035096e-01
-4.375000000000000000e-01,-4.490914082840238852e-01
-3.125000000000000000e-01,-3.623171690391458477e-01
-1.875000000000000000e-01,-2.978905665829143512e-01
-6.250000000000000000e-02,-1.360700385728060569e-01
6.250000000000000000e-02,1.059801920398009134e-01
1.875000000000000000e-01,2.672760640096620288e-01
3.125000000000000000e-01,3.755368089285713307e-01
4.375000000000000000e-01,4.285684054878043381e-01
5.625000000000000000e-01,4.841396666666665793e-01
6.875000000000000000e-01,4.095797065217391397e-01
8.125000000000000000e-01,4.593904888888889482e-01
9.375000000000000000e-01,4.113052941176471022e-01
1.062500000000000000e+00,3.693715999999999666e-01
1.187500000000000000e+00,-4.397979999999999667e-01
1.312500000000000000e+00,3.986979999999999968e-01
1.437500000000000000e+00,6.229789999999999495e-01
1.562500000000000000e+00,nan
1.687500000000000000e+00,-5.541049999999999587e-01
1.812500000000000000e+00,7.910770000000000302e-01
1.937500000000000000e+00,nan
