# omega_z*kolmogorov_time,p_y
-1.937500000000000000e+00,-1.343925000000000258e-01
-1.812500000000000000e+00,-1.808417499999999956e-01
-1.687500000000000000e+00,-1.333460000000000721e-02
-1.562500000000000000e+00,-4.747010714285714861e-01
-1.437500000000000000e+00,-3.926237826086956817e-01
-1.312500000000000000e+00,-3.122997500000000426e-01
-1.187500000000000000e+00,-3.714510652173914074e-01
-1.062500000000000000e+00,-3.484201666666666419e-01
-9.375000000000000000e-01,-3.687467969924811961e-01
-8.125000000000000000e-01,-2.678984716981132053e-01
-6.875000000000000000e-01,-1.878519545454544470e-01
-5.625000000000000000e-01,-2.051820149253731629e-01
-4.375000000000000000e-01,-1.491621970074811787e-01
-3.125000000000000000e-01,-1.125710421052632665e-01
-1.875000000000000000e-01,-6.637968787276343763e-02
-6.250000000000000000e-02,-5.370966256590507804e-02
6.250000000000000000e-02,1.469746964285716974e-02
1.875000000000000000e-01,5.559083805668015715e-02
3.125000000000000000e-01,7.623779957356069392e-02
4.375000000000000000e-01,1.667539587628865672e-01
5.625000000000000000e-01,1.365194660766962109e-01
6.875000000000000000e-01,2.471434132231404568e-01
8.125000000000000000e-01,2.296698193832598656e-01
9.375000000000000000e-01,2.685793233082706677e-01
1.062500000000000000e+00,2.637798977272727274e-01
1.187500000000000000e+00,2.572910517241377981e-01
1.312500000000000000e+00,3.524078125000000283e-01
1.437500000000000000e+00,3.091347999999999874e-01
1.562500000000000000e+00,3.142114210526316120e-01
1.687500000000000000e+00,4.641408461538461538e-01
1.812500000000000000e+00,3.602310000000000234e-01
1.937500000000000000e+00,3.120089999999999808e-01
