# duxdy*kolmogorov_time,p_y
-1.937500000000000000e+00,nan
-1.812500000000000000e+00,nan
-1.687500000000000000e+00,nan
-1.562500000000000000e+00,nan
-1.437500000000000000e+00,1.627563333333333084e-01
-1.312500000000000000e+00,-1.246933333333333400e-02
-1.187500000000000000e+00,-2.481794285714285786e-01
-1.062500000000000000e+00,-2.151187058823529341e-01
-9.375000000000000000e-01,-4.928059200000000639e-01
-8.125000000000000000e-01,-2.741561599999999821e-01
-6.875000000000000000e-01,-2.263973402061855433e-01
-5.625000000000000000e-01,-2.581031565656566884e-01
-4.375000000000000000e-01,-2.400295190217391905e-01
-3.125000000000000000e-01,-2.736877247706426264e-01
-1.875000000000000000e-01,-1.582047248157248398e-01
-6.250000000000000000e-02,-8.140155186721988179e-02
6.250000000000000000e-02,5.948150054884740467e-02
1.875000000000000000e-01,1.351770064850842390e-01
3.125000000000000000e-01,1.997958186619717968e-01
4.375000000000000000e-01,2.674467527472527695e-01
5.625000000000000000e-01,2.291411176470587452e-01
6.875000000000000000e-01,1.940099310344826911e-01
8.125000000000000000e-01,2.188426129032258194e-01
9.375000000000000000e-01,4.186396774193548026e-02
1.062500000000000000e+00,1.835219166666666457e-01
1.187500000000000000e+00,1.489036666666666564e-01
1.312500000000000000e+00,5.723200000000000509e-02
1.437500000000000000e+00,-1.961600000000000010e-01
1.562500000000000000e+00,-3.830270000000000064e-01
1.687500000000000000e+00,-6.704930000000000057e-01
1.812500000000000000e+00,nan
1.937500000000000000e+00,nan
