# omega_z*kolmogorov_time,p_y
-1.937500000000000000e+00,-1.282145846994534877e-01
-1.812500000000000000e+00,-9.389349999999999086e-02
-1.687500000000000000e+00,-1.114130416666666706e-01
-1.562500000000000000e+00,-1.208463410852712167e-01
-1.437500000000000000e+00,-1.036788584070795632e-01
-1.312500000000000000e+00,-1.267403408508457618e-01
-1.187500000000000000e+00,-1.090264444444444120e-01
-1.062500000000000000e+00,-1.384374628778718697e-01
-9.375000000000000000e-01,-1.488729530090685815e-01
-8.125000000000000000e-01,-1.407546686276725800e-01
-6.875000000000000000e-01,-1.230240146109410904e-01
-5.625000000000000000e-01,-9.853272483522088065e-02
-4.375000000000000000e-01,-7.118077132468061952e-02
-3.125000000000000000e-01,-5.267790555063834451e-02
-1.875000000000000000e-01,-2.714284181557730102e-02
-6.250000000000000000e-02,-6.998817344535473127e-03
6.250000000000000000e-02,2.218387929530782690e-02
1.875000000000000000e-01,4.228559223769742109e-02
3.125000000000000000e-01,6.078300784596447209e-02
4.375000000000000000e-01,8.268082291347390866e-02
5.625000000000000000e-01,8.344341749259799601e-02
6.875000000000000000e-01,1.069372666441935904e-01
8.125000000000000000e-01,1.150264545349375944e-01
9.375000000000000000e-01,1.147113528365927143e-01
1.062500000000000000e+00,1.240205416666665533e-01
1.187500000000000000e+00,1.305503505226477123e-01
1.312500000000000000e+00,1.226548593671520637e-01
1.437500000000000000e+00,1.500860893000805218e-01
1.562500000000000000e+00,1.152214053367217189e-01
1.687500000000000000e+00,1.793724149377593502e-01
1.812500000000000000e+00,1.468732618181816663e-01
1.937500000000000000e+00,1.706804438775509358e-01
