# duxdy*kolmogorov_time,p_x
-1.937500000000000000e+00,4.031885000000000052e-01
-1.812500000000000000e+00,9.305400000000000338e-01
-1.687500000000000000e+00,7.326344285714286864e-01
-1.562500000000000000e+00,7.020164418604651901e-01
-1.437500000000000000e+00,7.001104230769228387e-01
-1.312500000000000000e+00,6.997706903225811015e-01
-1.187500000000000000e+00,6.587484029850749767e-01
-1.062500000000000000e+00,6.769782393292683720e-01
-9.375000000000000000e-01,7.042209440000017917e-01
-8.125000000000000000e-01,7.388826687874233690e-01
-6.875000000000000000e-01,7.765929793577991402e-01
-5.625000000000000000e-01,8.222800275832820027e-01
-4.375000000000000000e-01,8.657828333233368312e-01
-3.125000000000000000e-01,9.025071893447038640e-01
-1.875000000000000000e-01,9.314388597061150632e-01
-6.250000000000000000e-02,9.463811717890348030e-01
6.250000000000000000e-02,9.466323262949911665e-01
1.875000000000000000e-01,9.322625533396868835e-01
3.125000000000000000e-01,9.044639947515652478e-01
4.375000000000000000e-01,8.664224248783931603e-01
5.625000000000000000e-01,8.288885678432976745e-01
6.875000000000000000e-01,7.855991761019003317e-01
8.125000000000000000e-01,7.477629721661974704e-01
9.375000000000000000e-01,7.118310516605168559e-01
1.062500000000000000e+00,6.807521300970871270e-01
1.187500000000000000e+00,6.745400783582090609e-01
1.312500000000000000e+00,6.739097417218543606e-01
1.437500000000000000e+00,6.636240657894735273e-01
1.562500000000000000e+00,6.243736216216216883e-01
1.687500000000000000e+00,6.624514999999999709e-01
1.812500000000000000e+00,6.675071999999999672e-01
1.937500000000000000e+00,9.433380000000000098e-01
