# omega_z*kolmogorov_time,angle_z
-1.937500000000000000e+00,-8.056271701576454003e-01
-1.812500000000000000e+00,-7.507967481335047211e-01
-1.687500000000000000e+00,-7.090160270215951632e-01
-1.562500000000000000e+00,-6.588437599938530287e-01
-1.437500000000000000e+00,-6.204916368606185895e-01
-1.312500000000000000e+00,-5.639912256101621280e-01
-1.187500000000000000e+00,-5.058177200011164665e-01
-1.062500000000000000e+00,-4.485273269178706168e-01
-9.375000000000000000e-01,-3.957955548854958927e-01
-8.125000000000000000e-01,-3.444033630680410352e-01
-6.875000000000000000e-01,-2.941391282629821080e-01
-5.625000000000000000e-01,-2.409934886386479735e-01
-4.375000000000000000e-01,-1.883896761662747221e-01
-3.125000000000000000e-01,-1.325855938824376523e-01
-1.875000000000000000e-01,-7.952071452583206468e-02
-6.250000000000000000e-02,-2.545029141856919308e-02
6.250000000000000000e-02,2.631712270111732227e-02
1.875000000000000000e-01,8.131903509314974965e-02
3.125000000000000000e-01,1.318736294403030918e-01
4.375000000000000000e-01,1.831581005648012517e-01
5.625000000000000000e-01,2.377889560230624644e-01
6.875000000000000000e-01,2.917761015770886091e-01
8.125000000000000000e-01,3.418532064026796324e-01
9.375000000000000000e-01,3.969002431349744064e-01
1.062500000000000000e+00,4.475601935532663722e-01
1.187500000000000000e+00,4.998548430511199347e-01
1.312500000000000000e+00,5.522714715944132546e-01
1.437500000000000000e+00,6.117356378355944813e-01
1.562500000000000000e+00,6.673451008400582696e-01
1.687500000000000000e+00,7.138990478233852022e-01
1.812500000000000000e+00,7.561219883547957155e-01
1.937500000000000000e+00,8.215500317386379425e-01
