# omega_z*kolmogorov_time,angle_z
-1.937500000000000000e+00,-1.331461064454219523e+00
-1.812500000000000000e+00,-1.303041640545092195e+00
-1.687500000000000000e+00,-1.390484648174060478e+00
-1.562500000000000000e+00,-1.289711890255139437e+00
-1.437500000000000000e+00,-1.211429467395716220e+00
-1.312500000000000000e+00,-1.077355609635545886e+00
-1.187500000000000000e+00,-9.468900194903153711e-01
-1.062500000000000000e+00,-9.131762280410982147e-01
-9.375000000000000000e-01,-8.306020635804101104e-01
-8.125000000000000000e-01,-7.023834995375609624e-01
-6.875000000000000000e-01,-6.094592525703101948e-01
-5.625000000000000000e-01,-4.979343631331474840e-01
-4.375000000000000000e-01,-3.747688283956785993e-01
-3.125000000000000000e-01,-2.857583491742564097e-01
-1.875000000000000000e-01,-1.884620792688851132e-01
-6.250000000000000000e-02,-5.925811201211649004e-02
6.250000000000000000e-02,4.972396888957716227e-02
1.875000000000000000e-01,1.521728620346556593e-01
3.125000000000000000e-01,2.553191907623419410e-01
4.375000000000000000e-01,3.753396381928251202e-01
5.625000000000000000e-01,4.858227619594420177e-01
6.875000000000000000e-01,5.815831561831263929e-01
8.125000000000000000e-01,6.956303224472379920e-01
9.375000000000000000e-01,7.753443596941289595e-01
1.062500000000000000e+00,8.609167914361156582e-01
1.187500000000000000e+00,9.755408885759976334e-01
1.312500000000000000e+00,1.043053394343085971e+00
1.437500000000000000e+00,1.188533953987964020e+00
1.562500000000000000e+00,1.253551036439817468e+00
1.687500000000000000e+00,1.327919079338768293e+00
1.812500000000000000e+00,1.370961554305468733e+00
1.937500000000000000e+00,1.356876234769427425e+00
