# duxdy*kolmogorov_time,p_y
-1.937500000000000000e+00,5.205790000000000139e-01
-1.812500000000000000e+00,3.692067272727272975e-01
-1.687500000000000000e+00,4.489839999999999942e-01
-1.562500000000000000e+00,3.488657666666666879e-01
-1.437500000000000000e+00,4.271743249999998548e-01
-1.312500000000000000e+00,4.168324870466320609e-01
-1.187500000000000000e+00,4.553057368421054019e-01
-1.062500000000000000e+00,3.728024137086897727e-01
-9.375000000000000000e-01,3.336160773657287915e-01
-8.125000000000000000e-01,3.374706278317152752e-01
-6.875000000000000000e-01,3.031706653858998735e-01
-5.625000000000000000e-01,2.624801960969177506e-01
-4.375000000000000000e-01,2.073441298977137248e-01
-3.125000000000000000e-01,1.494996233535705599e-01
-1.875000000000000000e-01,9.023872819351229368e-02
-6.250000000000000000e-02,2.906891644846480716e-02
6.250000000000000000e-02,-3.946688186320553710e-02
1.875000000000000000e-01,-1.021702268695856286e-01
3.125000000000000000e-01,-1.610841818699094707e-01
4.375000000000000000e-01,-2.247838397439567704e-01
5.625000000000000000e-01,-2.795999076033709452e-01
6.875000000000000000e-01,-3.290017884684682814e-01
8.125000000000000000e-01,-3.765860138792502809e-01
9.375000000000000000e-01,-4.152277928423949160e-01
1.062500000000000000e+00,-4.561102210095498433e-01
1.187500000000000000e+00,-4.502974276729561631e-01
1.312500000000000000e+00,-4.076229098360655279e-01
1.437500000000000000e+00,-5.930090851063829493e-01
1.562500000000000000e+00,-3.771188064516128868e-01
1.687500000000000000e+00,-4.475865000000000538e-01
1.812500000000000000e+00,-7.523982000000000170e-01
1.937500000000000000e+00,nan
