# duxdy*kolmogorov_time,p_y
-1.937500000000000000e+00,1.532396666666666629e-01
-1.812500000000000000e+00,3.678315263157894144e-01
-1.687500000000000000e+00,1.676396363636363518e-01
-1.562500000000000000e+00,2.693101692307691697e-01
-1.437500000000000000e+00,3.050136931818182573e-01
-1.312500000000000000e+00,4.149228804347827038e-01
-1.187500000000000000e+00,3.680142823529410356e-01
-1.062500000000000000e+00,3.637917807551763194e-01
-9.375000000000000000e-01,3.447502089285715554e-01
-8.125000000000000000e-01,3.260461138519926694e-01
-6.875000000000000000e-01,3.020614467823946603e-01
-5.625000000000000000e-01,2.838767656144409179e-01
-4.375000000000000000e-01,2.393940074793022565e-01
-3.125000000000000000e-01,1.848734435797665387e-01
-1.875000000000000000e-01,1.136597319273976309e-01
-6.250000000000000000e-02,3.833049354224003086e-02
6.250000000000000000e-02,-4.683092127260829463e-02
1.875000000000000000e-01,-1.179942692935477822e-01
3.125000000000000000e-01,-1.898844322988088584e-01
4.375000000000000000e-01,-2.589284610771599993e-01
5.625000000000000000e-01,-2.975526209653523435e-01
6.875000000000000000e-01,-3.367844569486403428e-01
8.125000000000000000e-01,-3.547693586304273561e-01
9.375000000000000000e-01,-3.529278322281162450e-01
1.062500000000000000e+00,-3.505220804289545522e-01
1.187500000000000000e+00,-4.014071855670101607e-01
1.312500000000000000e+00,-4.243875258620687374e-01
1.437500000000000000e+00,-2.182897555555555758e-01
1.562500000000000000e+00,-3.182208333333333417e-01
1.687500000000000000e+00,-3.884211052631578731e-01
1.812500000000000000e+00,-4.344085000000000307e-01
1.937500000000000000e+00,-3.495176666666666709e-01
