# omega_z*kolmogorov_time,p_y
-1.937500000000000000e+00,-6.585116513157893703e-01
-1.812500000000000000e+00,-6.600693483146069518e-01
-1.687500000000000000e+00,-6.557458525641026714e-01
-1.562500000000000000e+00,-6.454811573676678682e-01
-1.437500000000000000e+00,-6.422680660550461607e-01
-1.312500000000000000e+00,-6.223533974433484994e-01
-1.187500000000000000e+00,-5.639338580060421213e-01
-1.062500000000000000e+00,-5.253838476821192094e-01
-9.375000000000000000e-01,-4.884549695534508018e-01
-8.125000000000000000e-01,-4.340392920974438518e-01
-6.875000000000000000e-01,-3.758016539756530161e-01
-5.625000000000000000e-01,-3.161541365791157854e-01
-4.375000000000000000e-01,-2.489980591954329969e-01
-3.125000000000000000e-01,-1.801453693962938585e-01
-1.875000000000000000e-01,-1.146171261014441306e-01
-6.250000000000000000e-02,-3.913527269203683628e-02
6.250000000000000000e-02,3.176397006008804813e-02
1.875000000000000000e-01,1.080237046666916861e-01
3.125000000000000000e-01,1.796636437416893051e-01
4.375000000000000000e-01,2.447534626835760618e-01
5.625000000000000000e-01,3.067492189142967951e-01
6.875000000000000000e-01,3.680857560814163598e-01
8.125000000000000000e-01,4.231999828864790869e-01
9.375000000000000000e-01,4.808880049075742180e-01
1.062500000000000000e+00,5.103482459770112278e-01
1.187500000000000000e+00,5.683491543485735820e-01
1.312500000000000000e+00,5.934690675337670474e-01
1.437500000000000000e+00,6.282401439144734701e-01
1.562500000000000000e+00,6.119080455136554075e-01
1.687500000000000000e+00,6.258003690721646306e-01
1.812500000000000000e+00,6.387900120120114655e-01
1.937500000000000000e+00,5.981902769230768024e-01
