# omega_z*kolmogorov_time,angle_z
-3.937500000000000000e+00,nan
-3.812500000000000000e+00,nan
-3.687500000000000000e+00,nan
-3.562500000000000000e+00,nan
-3.437500000000000000e+00,nan
-3.312500000000000000e+00,nan
-3.187500000000000000e+00,nan
-3.062500000000000000e+00,nan
-2.937500000000000000e+00,nan
-2.812500000000000000e+00,nan
-2.687500000000000000e+00,nan
-2.562500000000000000e+00,-1.876946760241715362e+00
-2.437500000000000000e+00,-1.701260590184754840e+00
-2.312500000000000000e+00,-1.868161629236383181e+00
-2.187500000000000000e+00,-1.322338246516455484e+00
-2.062500000000000000e+00,-1.252877710213009310e+00
-1.937500000000000000e+00,-1.124571488661566976e+00
-1.812500000000000000e+00,-1.170361046691442031e+00
-1.687500000000000000e+00,-1.101947175885723773e+00
-1.562500000000000000e+00,-1.057283806821684990e+00
-1.437500000000000000e+00,-9.863957767239034391e-01
-1.312500000000000000e+00,-9.180595526121357874e-01
-1.187500000000000000e+00,-8.030258000788124129e-01
-1.062500000000000000e+00,-7.387948528594326936e-01
-9.375000000000000000e-01,-6.623990668648622737e-01
-8.125000000000000000e-01,-5.654069114284334674e-01
-6.875000000000000000e-01,-4.738349241851438354e-01
-5.625000000000000000e-01,-3.905733690548250925e-01
-4.375000000000000000e-01,-3.010094762570621474e-01
-3.125000000000000000e-01,-2.149639855997834970e-01
-1.875000000000000000e-01,-1.356175824663763130e-01
-6.250000000000000000e-02,-4.602208449546690838e-02
6.250000000000000000e-02,3.742545596155020388e-02
1.875000000000000000e-01,1.274726239375660874e-01
3.125000000000000000e-01,2.138737330126760927e-01
4.375000000000000000e-01,2.972149685513343909e-01
5.625000000000000000e-01,3.786058539708168080e-01
6.875000000000000000e-01,4.616408301221712196e-01
8.125000000000000000e-01,5.474293065970451400e-01
9.375000000000000000e-01,6.426781936794454531e-01
1.062500000000000000e+00,7.032669837931585510e-01
1.187500000000000000e+00,7.949928632429715814e-01
1.312500000000000000e+00,8.530866988566057074e-01
1.437500000000000000e+00,9.354169043981763743e-01
1.562500000000000000e+00,1.012403501773103898e+00
1.687500000000000000e+00,1.101980011772551116e+00
1.812500000000000000e+00,1.166302762689646277e+00
1.937500000000000000e+00,1.239494760686182362e+00
2.062500000000000000e+00,1.446064543467819652e+00
2.187500000000000000e+00,1.433534658511757431e+00
2.312500000000000000e+00,1.612694092109223654e+00
2.437500000000000000e+00,1.581202341218247431e+00
2.562500000000000000e+00,1.825674770832777849e+00
2.687500000000000000e+00,-2.229999409876877170e+00
2.812500000000000000e+00,-1.511017014342812770e+00
2.937500000000000000e+00,-1.906726374241672683e+00
3.062500000000000000e+00,-2.989392482409168883e-01
3.187500000000000000e+00,nan
3.312500000000000000e+00,nan
3.437500000000000000e+00,nan
3.562500000000000000e+00,nan
3.687500000000000000e+00,nan
3.812500000000000000e+00,nan
3.937500000000000000e+00,nan
