# duxdy*kolmogorov_time,p_x
-1.937500000000000000e+00,nan
-1.812500000000000000e+00,nan
-1.687500000000000000e+00,8.661229999999999762e-01
-1.562500000000000000e+00,nan
-1.437500000000000000e+00,nan
-1.312500000000000000e+00,-3.371923333333333161e-01
-1.187500000000000000e+00,7.604860000000002174e-02
-1.062500000000000000e+00,-1.774430769230769117e-02
-9.375000000000000000e-01,3.314791212121211972e-01
-8.125000000000000000e-01,3.196403584905660455e-01
-6.875000000000000000e-01,3.407216476190476073e-01
-5.625000000000000000e-01,3.557364056603775637e-01
-4.375000000000000000e-01,3.532072198581559519e-01
-3.125000000000000000e-01,3.922319228395056423e-01
-1.875000000000000000e-01,4.233126456996153530e-01
-6.250000000000000000e-02,4.054416677927925594e-01
6.250000000000000000e-02,4.183179812206570536e-01
1.875000000000000000e-01,4.320631479524440488e-01
3.125000000000000000e-01,3.861462469352013316e-01
4.375000000000000000e-01,3.484378067226890918e-01
5.625000000000000000e-01,2.769870738916257458e-01
6.875000000000000000e-01,3.468528468468469184e-01
8.125000000000000000e-01,2.358517333333333688e-01
9.375000000000000000e-01,3.229147878787879122e-01
1.062500000000000000e+00,7.865642105263159767e-02
1.187500000000000000e+00,2.118482222222221600e-01
1.312500000000000000e+00,nan
1.437500000000000000e+00,4.803916666666666058e-01
1.562500000000000000e+00,3.983380000000000254e-01
1.687500000000000000e+00,-9.669269999999999810e-01
1.812500000000000000e+00,nan
1.937500000000000000e+00,9.030829999999999691e-01
